species,type,freshwater_estimate,freshwater_plastisphere_enriched,freshwater_plastisphere_unique,seawater_estimate,seawater_plastisphere_enriched,seawater_plastisphere_unique,terrestrial_estimate,terrestrial_plastisphere_enriched,terrestrial_plastisphere_unique,freshwater_level,freshwater_environment,freshwater_plastisphere,fwe_mean,fwp_mean,fw_mean_difference,seawater_level,seawater_environment,seawater_plastisphere,swe_mean,swp_mean,sw_mean_difference,terrestrial_level,terrestrial_environment,terrestrial_plastisphere,tre_mean,trp_mean,tr_mean_difference,Start,End
Providencia.stuartii,Animal,0,1,1,-2.95E-05,0,0,0,0,0,enriched,0,3.308333333,0,1,1,ns,0.022727273,0.726666667,0.030327538,0.969672462,0.939344924,ns,0,0,0,0,0,299,300
Pseudoalteromonas.atlantica,Animal,-1.66E-05,0,0,-3.999982242,0,0,0,1,1,ns,443.0839161,101.275,0.813955468,0.186044532,-0.627910936,ns,627.8863636,1454.006667,0.30159396,0.69840604,0.39681208,enriched,0,12.42352941,0,1,1,300,301
Pseudomonas.alcaligenes,Animal,-49.00003977,1,0,7.66E-05,0,0,-4.58E-05,1,0,enriched,90.73426573,1253.283333,0.06750973,0.93249027,0.86498054,depleted,47.25,25.79,0.646905805,0.353094195,-0.29381161,enriched,4.398648649,896.8058824,0.004880855,0.995119145,0.99023829,301,302
Pseudomonas.alkylphenolica,Animal,4.72E-05,0,0,6.04E-05,0,0,0,0,0,depleted,4.755244755,1.475,0.763251677,0.236748323,-0.526503354,ns,0.856060606,12.62333333,0.063508835,0.936491165,0.87298233,ns,0,0,0,0,0,302,303
Pseudomonas.azotoformans,Animal,-4.000025809,1,0,2.56E-05,0,0,-4.000001267,1,0,enriched,2.111888112,40.58333333,0.049464274,0.950535726,0.901071452,ns,4.007575758,283.5033333,0.013938865,0.986061135,0.97212227,enriched,1.040540541,199.7411765,0.005182447,0.994817553,0.989635106,303,304
Pseudomonas.brassicacearum,Animal,-18.0000034,1,0,1.00004209,0,0,-82.00003599,1,0,enriched,58.16783217,217.0083333,0.211383977,0.788616023,0.577232046,depleted,110.6893939,142.9,0.436490628,0.563509372,0.127018744,enriched,114.8445946,1272.341176,0.082789628,0.917210372,0.834420744,304,305
Pseudomonas.chlororaphis,Animal,-3.79E-05,1,0,-5.000013852,1,0,-3.07E-05,0,0,enriched,0.174825175,106.125,0.001644642,0.998355358,0.996710716,enriched,5.272727273,660.4766667,0.007919988,0.992080012,0.984160024,ns,1.074324324,3.464705882,0.236685872,0.763314128,0.526628256,305,306
Pseudomonas.citronellolis,Animal,0,0,0,0,0,0,0,1,1,ns,0,0,0,0,0,ns,0,0,0,0,0,enriched,0,133.0941176,0,1,1,306,307
Pseudomonas.cremoricolorata,Animal,-4.37E-05,0,0,23.99998527,0,0,0,0,0,ns,36.11888112,2.691666667,0.930646002,0.069353998,-0.861292004,depleted,318.0454545,302.59,0.512451315,0.487548685,-0.02490263,ns,0,0,0,0,0,307,308
Pseudomonas.fragi,Animal,-3.09E-05,0,0,3.93E-05,0,0,-6.04E-05,1,0,ns,8.111888112,8.291666667,0.494520134,0.505479866,0.010959732,depleted,55.76515152,126.7733333,0.305498052,0.694501948,0.389003896,enriched,0.054054054,2.311764706,0.022847927,0.977152073,0.954304146,308,309
Pseudomonas.fulva,Animal,-1.53E-05,0,0,2.57E-05,0,0,-6.05E-05,0,0,ns,53.16083916,579.7083333,0.083999729,0.916000271,0.832000542,ns,108.5227273,157.6533333,0.407710322,0.592289678,0.184579356,ns,0.114864865,0.147058824,0.438543247,0.561456753,0.122913506,309,310
Pseudomonas.koreensis,Animal,5.52E-05,0,0,4.61E-05,0,0,0,0,0,ns,0.531468531,1.591666667,0.25032251,0.74967749,0.49935498,ns,1.863636364,68.48333333,0.026492063,0.973507937,0.947015874,ns,0,0,0,0,0,310,311
Pseudomonas.libanensis,Animal,-5.000047352,1,0,6.000033901,0,0,-4.51E-05,1,0,enriched,63.53846154,1676.95,0.036506109,0.963493891,0.926987782,depleted,35.47727273,92.83333333,0.276495247,0.723504753,0.447009506,enriched,17.09459459,307.2117647,0.052711253,0.947288747,0.894577494,311,312
Pseudomonas.litoralis,Animal,0,0,0,0,0,0,0,1,1,ns,0,0,0,0,0,ns,0,0,0,0,0,enriched,0,43.48823529,0,1,1,312,313
Pseudomonas.luteola,Animal,0,0,1,-7.81E-06,0,0,0,0,0,ns,0,0.016666667,0,1,1,ns,0.636363636,4.623333333,0.12098865,0.87901135,0.7580227,ns,0,0,0,0,0,313,314
Pseudomonas.marincola,Animal,4.52E-05,0,0,-11.00005999,0,0,0,0,1,ns,76.95804196,59.375,0.564485622,0.435514378,-0.128971244,ns,479.7878788,1113.556667,0.301119981,0.698880019,0.397760038,ns,0,0.005882353,0,1,1,314,315
Pseudomonas.mendocina,Animal,-330.9999253,1,0,4.67E-05,0,0,-7.999948808,1,0,enriched,354.4055944,2554.058333,0.121853185,0.878146815,0.75629363,depleted,17.18939394,49.9,0.256216265,0.743783735,0.48756747,enriched,2.932432432,56.41176471,0.049413971,0.950586029,0.901172058,315,316
Pseudomonas.migulae,Animal,-3.41E-05,0,0,-1.45E-05,0,0,0,0,0,ns,0.027972028,0.041666667,0.401673638,0.598326362,0.196652724,ns,0.46969697,9.24,0.048374009,0.951625991,0.903251982,ns,0,0,0,0,0,316,317
Pseudomonas.monteilii,Animal,-2.83E-05,0,0,5.22E-05,0,0,0,0,0,ns,7.503496503,12.06666667,0.383415122,0.616584878,0.233169756,ns,38.93181818,98.85,0.282561362,0.717438638,0.434877276,ns,0,0,0,0,0,317,318
Pseudomonas.mucidolens,Animal,2.18E-06,0,0,-4.000062363,1,0,0,0,0,ns,0.160839161,0.2,0.445736434,0.554263566,0.108527132,enriched,22.16666667,261.76,0.078071803,0.921928197,0.843856394,ns,0,0,0,0,0,318,319
Pseudomonas.nitroreducens,Animal,0,0,0,0,0,0,0,0,1,ns,0,0,0,0,0,ns,0,0,0,0,0,ns,0,10.82352941,0,1,1,319,320
Pseudomonas.oleovorans,Animal,36.99996687,0,0,16.99999573,0,0,-5.15E-05,1,0,depleted,129.020979,57.3,0.692466193,0.307533807,-0.384932386,depleted,345.8560606,479.2966667,0.419141874,0.580858126,0.161716252,enriched,2.925675676,8.352941176,0.259400219,0.740599781,0.481199562,320,321
Pseudomonas.orientalis,Animal,-6.54E-05,1,0,-1.92E-05,1,0,0,0,1,enriched,0.909090909,7.475,0.108430469,0.891569531,0.783139062,enriched,2.075757576,304.8966667,0.006762033,0.993237967,0.986475934,ns,0,0.035294118,0,1,1,321,322
Pseudomonas.oryzihabitans,Animal,-3.43E-05,0,0,-1.65E-05,1,0,-4.21E-05,1,0,ns,1.405594406,114.65,0.012111389,0.987888611,0.975777222,enriched,7.53030303,231.12,0.031553712,0.968446288,0.936892576,enriched,0.162162162,13.57058824,0.011808426,0.988191574,0.976383148,322,323
Pseudomonas.otitidis,Animal,-1.87E-07,1,0,-4.22E-05,1,0,-1.33E-05,0,0,enriched,0.104895105,11.375,0.009137288,0.990862712,0.981725424,enriched,17.36363636,41.11,0.29694812,0.70305188,0.40610376,ns,0.047297297,0.011764706,0.800807534,0.199192466,-0.601615068,323,324
Pseudomonas.parafulva,Animal,0,0,0,1.000025888,0,0,0,0,0,ns,0.006993007,0,1,0,-1,depleted,62.93939394,1.083333333,0.983078926,0.016921074,-0.966157852,ns,0,0,0,0,0,324,325
Pseudomonas.pelagia,Animal,0,0,0,-3.10E-05,0,0,0,0,0,ns,0,0,0,0,0,ns,0.151515152,3.186666667,0.045388526,0.954611474,0.909222948,ns,0,0,0,0,0,325,326
Pseudomonas.plecoglossicida,Animal,-6.29E-05,0,0,46.99999162,0,0,-1.43E-05,1,0,ns,48.59440559,8.408333333,0.852492468,0.147507532,-0.704984936,depleted,371.5227273,76.10666667,0.829978398,0.170021602,-0.659956796,enriched,1.277027027,191.9882353,0.006607639,0.993392361,0.986784722,326,327
Pseudomonas.pohangensis,Animal,1.999931521,0,0,3.77E-05,0,0,0,1,1,depleted,35.74125874,16.51666667,0.683939488,0.316060512,-0.367878976,ns,0.045454545,0.18,0.201612902,0.798387098,0.596774196,enriched,0,10.22941176,0,1,1,327,328
Pseudomonas.protegens,Animal,-6.88E-05,0,0,5.000033513,0,0,-18.99993374,1,0,ns,350.6713287,2558.925,0.12052233,0.87947767,0.75895534,depleted,58.49242424,39.48333333,0.597009155,0.402990845,-0.19401831,enriched,13.4527027,646.4352941,0.020386342,0.979613658,0.959227316,328,329
Pseudomonas.psychrophila,Animal,4.00005864,0,0,-2.87E-05,0,0,-2.86E-05,0,0,depleted,63.02797203,32.83333333,0.657491277,0.342508723,-0.314982554,ns,45.38636364,710.3133333,0.060058729,0.939941271,0.879882542,ns,0.081081081,0.488235294,0.142418319,0.857581681,0.715163362,329,330
Pseudomonas.resinovorans,Animal,3.26E-06,0,0,-2.15E-05,0,0,0,0,0,ns,0.230769231,0.158333333,0.593080726,0.406919274,-0.186161452,ns,13.93181818,40.62333333,0.255371267,0.744628733,0.489257466,ns,0,0,0,0,0,330,331
Pseudomonas.rhizosphaerae,Animal,30.9999203,0,0,8.42E-06,0,0,-1.58E-05,1,0,depleted,186.3846154,139.0333333,0.572754564,0.427245436,-0.145509128,depleted,1.151515152,0.883333333,0.565897245,0.434102755,-0.13179449,enriched,1.452702703,20.10588235,0.067383954,0.932616046,0.865232092,331,332
Pseudomonas.sabulinigri,Animal,-2.999961047,1,0,-5.000074122,1,0,-4.70E-06,1,0,enriched,4.643356643,497.1916667,0.009252755,0.990747245,0.98149449,enriched,236.1969697,426.7166667,0.356301269,0.643698731,0.287397462,enriched,4.189189189,38.65882353,0.097768576,0.902231424,0.804462848,332,333
Pseudomonas.salegens,Animal,-3.76E-05,1,0,-3.42E-05,1,0,0,1,1,enriched,1.405594406,14.96666667,0.085852186,0.914147814,0.828295628,enriched,45.09090909,363.13,0.110457128,0.889542872,0.779085744,enriched,0,16.02352941,0,1,1,333,334
Pseudomonas.sihuiensis,Animal,0,0,1,2.55E-05,0,0,0,0,0,ns,0,0.025,0,1,1,ns,6.303030303,33.07666667,0.160057867,0.839942133,0.679884266,ns,0,0,0,0,0,334,335
Pseudomonas.simiae,Animal,-8.32E-06,0,0,1.99E-05,0,0,-1.54E-05,0,0,ns,1.13986014,26.81666667,0.040772595,0.959227405,0.91845481,depleted,0.71969697,0.886666667,0.448028674,0.551971326,0.103942652,ns,16.38513514,32.51176471,0.335095583,0.664904417,0.329808834,335,336
Pseudomonas.synxantha,Animal,4.43E-05,0,0,2.99E-05,0,0,0,0,0,ns,31.53846154,1.683333333,0.949330452,0.050669548,-0.898660904,depleted,82.62878788,5.98,0.932512337,0.067487663,-0.865024674,ns,0,0,0,0,0,336,337
Pseudomonas.taiwanensis,Animal,-6.30E-05,0,0,37.99995428,0,0,0,0,1,ns,4.692307692,27.35,0.146441003,0.853558997,0.707117994,depleted,177.8106061,109.2566667,0.619403962,0.380596038,-0.238807924,ns,0,0.111764706,0,1,1,337,338
Pseudomonas.umsongensis,Animal,0,1,1,-5.49E-05,0,0,0,0,0,enriched,0,0.25,0,1,1,ns,0.090909091,2.203333333,0.039624884,0.960375116,0.920750232,ns,0,0,0,0,0,338,339
Pseudomonas.veronii,Animal,0,0,0,-3.23E-05,0,0,0,1,1,ns,0.090909091,0,1,0,-1,ns,0.946969697,6.293333333,0.130791445,0.869208555,0.73841711,enriched,0,7.758823529,0,1,1,339,340
Pseudomonas.versuta,Animal,-1.15E-05,1,0,1.96E-05,0,0,-6.59E-06,1,0,enriched,24.85314685,39.9,0.38381373,0.61618627,0.23237254,ns,1.015151515,2.606666667,0.280287818,0.719712182,0.439424364,enriched,0.189189189,5,0.036458333,0.963541667,0.927083334,340,341
Pseudomonas.xanthomarina,Animal,0,0,1,0,0,1,2.11E-05,0,0,ns,0,0.1,0,1,1,ns,0,0.016666667,0,1,1,ns,15.58783784,205.9117647,0.070374112,0.929625888,0.859251776,341,342
Pseudomonas.zhaodongensis,Animal,2.14E-05,0,0,-6.75E-05,1,0,0,0,0,ns,2.083916084,1.233333333,0.628206029,0.371793971,-0.256412058,enriched,3.803030303,434.5933333,0.008674867,0.991325133,0.982650266,ns,0,0,0,0,0,342,343
Pseudonocardia.autotrophica,Animal,-6.000073037,1,0,-2.80E-05,1,0,709.9999473,0,0,enriched,6.433566434,294.275,0.02139469,0.97860531,0.95721062,enriched,1.28030303,163.0466667,0.007791192,0.992208808,0.984417616,depleted,1673.236486,1666.188235,0.501055309,0.498944691,-0.002110618,343,344
Psychrobacter.cryohalolentis,Animal,-2.93E-05,1,0,8.74E-06,0,0,-6.49E-05,1,0,enriched,0.888111888,44.43333333,0.019595842,0.980404158,0.960808316,ns,11.17424242,111.1333333,0.091361818,0.908638182,0.817276364,enriched,0.033783784,74.41176471,0.000453805,0.999546195,0.99909239,344,345
Psychrobacter.phenylpyruvicus,Animal,-1.51E-05,1,0,6.27E-05,0,0,-3.79E-05,1,0,enriched,2.391608392,95.775,0.024362749,0.975637251,0.951274502,ns,23.5530303,564.5,0.040052562,0.959947438,0.919894876,enriched,0.047297297,21.79411765,0.002165487,0.997834513,0.995669026,345,346
Ralstonia.insidiosa,Animal,-5.44E-05,0,0,1.92E-05,0,0,3.21E-06,0,0,ns,50.81818182,61.875,0.450942825,0.549057175,0.09811435,depleted,0.962121212,0.86,0.528022618,0.471977382,-0.056045236,ns,24.72972973,1076.188235,0.022462827,0.977537173,0.955074346,346,347
Ralstonia.mannitolilytica,Animal,6.19E-06,0,0,3.48E-05,0,0,0,0,0,ns,13.04895105,15.4,0.458679514,0.541320486,0.082640972,depleted,0.181818182,0.223333333,0.448765894,0.551234106,0.102468212,ns,0,0,0,0,0,347,348
Ralstonia.pickettii,Animal,-4.000046634,1,0,3.999952906,0,0,-134.0000185,1,0,enriched,85.74125874,192.0333333,0.308672072,0.691327928,0.382655856,depleted,285.3863636,266.4,0.517204452,0.482795548,-0.034408904,enriched,41.77027027,2720.711765,0.015120558,0.984879442,0.969758884,348,349
Raoultella.ornithinolytica,Animal,3.27E-05,0,0,5.58E-05,0,0,1.78E-05,0,0,ns,28.76923077,6.258333333,0.821331186,0.178668814,-0.642662372,ns,0.272727273,0.036666667,0.881488736,0.118511264,-0.762977472,ns,0.121621622,0.111764706,0.521117167,0.478882833,-0.042234334,349,350
Raoultella.planticola,Animal,0,0,0,3.24E-05,0,0,0,0,0,ns,0,0,0,0,0,ns,0.795454545,1.83,0.302977839,0.697022161,0.394044322,ns,0,0,0,0,0,350,351
Renibacterium.salmoninarum,Animal,-5.999949283,1,0,-3.24E-06,1,0,-155.9999999,1,0,enriched,34.13286713,317.2833333,0.097129464,0.902870536,0.805741072,enriched,5.613636364,6.44,0.465721397,0.534278603,0.068557206,enriched,445.4594595,1014.905882,0.305032889,0.694967111,0.389934222,351,352
Rhodococcus.aetherivorans,Animal,-3.30E-05,1,0,-7.66E-06,1,0,-3.70E-05,1,0,enriched,0.468531469,11.68333333,0.038556343,0.961443657,0.922887314,enriched,0.015151515,2.733333333,0.005512679,0.994487321,0.988974642,enriched,18.82432432,38.84705882,0.326406673,0.673593327,0.347186654,352,353
Rhodococcus.erythropolis,Animal,3.15E-05,0,0,-7.31E-06,0,0,-41.99997623,1,0,ns,41,48.94166667,0.455851015,0.544148985,0.08829797,ns,7.931818182,4.64,0.630920529,0.369079471,-0.261841058,enriched,25.06756757,241.4823529,0.094044551,0.905955449,0.811910898,353,354
Rhodococcus.fascians,Animal,-9.04E-05,1,0,2.79E-05,0,0,-3.46E-05,0,0,enriched,2.524475524,40.03333333,0.059318738,0.940681262,0.881362524,depleted,4.333333333,8.7,0.332480818,0.667519182,0.335038364,ns,1.668918919,22.47647059,0.069119569,0.930880431,0.861760862,354,355
Rhodococcus.hoagii,Animal,-3.78E-05,1,0,4.69E-05,0,0,-86.99995993,1,0,enriched,3.104895105,15.325,0.168470579,0.831529421,0.663058842,ns,0.659090909,3.71,0.1508531,0.8491469,0.6982938,enriched,245.2094595,1005.752941,0.19601665,0.80398335,0.6079667,355,356
Rhodococcus.jostii,Animal,-5.16E-05,0,0,0,0,1,-1.43E-05,0,0,ns,0.293706294,0.225,0.566228514,0.433771486,-0.132457028,ns,0,0.023333333,0,1,1,ns,31.92567568,807.2941176,0.038042091,0.961957909,0.923915818,356,357
Rhodococcus.opacus,Animal,-1.99E-06,1,0,-3.73E-05,0,0,1.999952553,0,0,enriched,1.258741259,23.35833333,0.051132853,0.948867147,0.897734294,ns,0.553030303,1.856666667,0.229502012,0.770497988,0.540995976,ns,184.6486486,1033.6,0.151568934,0.848431066,0.696862132,357,358
Rhodococcus.rhodochrous,Animal,0,0,0,0,0,0,0,1,1,ns,0,0,0,0,0,ns,0,0,0,0,0,enriched,0,10.87058824,0,1,1,358,359
Rhodopseudomonas.palustris,Animal,0.999958451,0,0,-4.22E-06,0,0,-21.00005052,0,0,ns,70.67132867,170.775,0.292699951,0.707300049,0.414600098,ns,3.704545455,153.2,0.023610186,0.976389814,0.952779628,ns,186.2432432,342.3647059,0.352327738,0.647672262,0.295344524,359,360
Rickettsia.japonica,Animal,6.09E-05,0,0,-4.85E-05,0,0,-4.95E-05,0,0,ns,2.979020979,5.866666667,0.336776642,0.663223358,0.326446716,ns,0.439393939,0.696666667,0.386769805,0.613230195,0.22646039,ns,0.027027027,0.417647059,0.060779406,0.939220594,0.878441188,360,361
Rickettsia.sibirica,Animal,6.79E-05,0,0,4.50E-05,0,0,6.79E-05,0,0,ns,0.944055944,1.508333333,0.384953544,0.615046456,0.230092912,ns,0.295454545,0.096666667,0.753477588,0.246522412,-0.506955176,depleted,5.972972973,0.864705882,0.873538097,0.126461903,-0.747076194,361,362
Rickettsia.slovaca,Animal,0,0,1,0,0,0,-6.14E-06,0,0,ns,0,0.083333333,0,1,1,ns,0,0,0,0,0,ns,0.216216216,2.470588235,0.080473373,0.919526627,0.839053254,362,363
Rickettsiales.bacterium,Animal,0,0,0,0,0,1,0,0,0,ns,0,0,0,0,0,ns,0,56.62,0,1,1,ns,0,0,0,0,0,363,364
Riemerella.anatipestifer,Animal,2.97E-05,0,0,2.21E-05,0,0,0,0,0,depleted,3.272727273,0.108333333,0.967958772,0.032041228,-0.935917544,depleted,2.409090909,0.023333333,0.990407375,0.009592625,-0.98081475,ns,0,0,0,0,0,364,365
Robinsoniella.peoriensis,Animal,-2.48E-05,0,0,5.73E-05,0,0,49.99996197,0,0,ns,16.74825175,205.6916667,0.075293373,0.924706627,0.849413254,ns,12.13636364,77.23666667,0.135794474,0.864205526,0.728411052,depleted,177.2027027,57.44705882,0.755179556,0.244820444,-0.510359112,365,366
Roseobacter.denitrificans,Animal,-8.000031149,1,0,2495.896524,0,0,-2.22E-06,1,0,enriched,222.9370629,489.3666667,0.312980339,0.687019661,0.374039322,depleted,12092.78788,9969.24,0.548126761,0.451873239,-0.096253522,enriched,17.68243243,114.9,0.133369347,0.866630653,0.733261306,366,367
Roseomonas.cervicalis,Animal,-3.42E-05,1,0,0,0,1,5.79E-05,0,0,enriched,0.034965035,1.983333333,0.017324017,0.982675983,0.965351966,ns,0,0.143333333,0,1,1,ns,0.864864865,3.288235294,0.208245607,0.791754393,0.583508786,367,368
Roseomonas.gilardii,Animal,14.99996923,0,0,1.51E-06,0,0,5.000044308,0,0,depleted,178.6363636,73.475,0.708561332,0.291438668,-0.417122664,depleted,1.795454545,1.46,0.551521921,0.448478079,-0.103043842,depleted,107.4527027,78.81764706,0.576864234,0.423135766,-0.153728468,368,369
Roseomonas.mucosa,Animal,-3.09E-05,0,0,1.75E-05,0,0,1.78E-06,0,0,ns,23.74825175,69.775,0.25392885,0.74607115,0.4921423,ns,1.606060606,4.023333333,0.285299026,0.714700974,0.429401948,ns,53.26351351,21.02941176,0.716939242,0.283060758,-0.433878484,369,370
Rothia.kristinae,Animal,0,0,0,0,0,0,0,1,1,ns,0,0,0,0,0,ns,0,0,0,0,0,enriched,0,54.04705882,0,1,1,370,371
Rouxiella.chamberiensis,Animal,1.47E-05,0,0,0,0,1,0,0,0,ns,1.076923077,5.325,0.168218684,0.831781316,0.663562632,ns,0,0.06,0,1,1,ns,0,0,0,0,0,371,372
Saccharomonospora.viridis,Animal,-6.57E-05,0,0,3.60E-05,0,0,-5.64E-05,0,0,ns,0.013986014,0.25,0.052980133,0.947019867,0.894039734,ns,0.053030303,0.796666667,0.062410842,0.937589158,0.875178316,ns,17.59459459,91.99411765,0.160551157,0.839448843,0.678897686,372,373
Saccharopolyspora.rectivirgula,Animal,21.0000363,0,0,5.999957281,0,0,199.0000148,0,0,depleted,119.8881119,30.775,0.795736331,0.204263669,-0.591472662,depleted,81.83333333,5.016666667,0.942237574,0.057762426,-0.884475148,depleted,415.6554054,72.21176471,0.851984784,0.148015216,-0.703969568,373,374
Serratia.plymuthica,Animal,2.39E-05,0,0,2.999971414,0,0,-3.21E-05,1,0,ns,29.7972028,144.9583333,0.170507919,0.829492081,0.658984162,depleted,28.00757576,4.133333333,0.871399613,0.128600387,-0.742799226,enriched,0.101351351,3.717647059,0.026538726,0.973461274,0.946922548,374,375
Shewanella.algae,Animal,-3.67E-05,0,0,1.999994749,0,0,0,1,1,ns,9.888111888,8.158333333,0.547925742,0.452074258,-0.095851484,depleted,17,93.03333333,0.154498637,0.845501363,0.691002726,enriched,0,10.28235294,0,1,1,375,376
Shewanella.amazonensis,Animal,0,0,0,5.82E-06,0,0,0,0,0,ns,0,0,0,0,0,ns,0.189393939,14.4,0.012981618,0.987018382,0.974036764,ns,0,0,0,0,0,376,377
Shewanella.baltica,Animal,6.46E-06,0,0,5.90E-07,0,0,0,0,0,ns,78.22377622,0.275,0.996496761,0.003503239,-0.992993522,depleted,29.1969697,57.68,0.336072607,0.663927393,0.327854786,ns,0,0,0,0,0,377,378
Shewanella.denitrificans,Animal,3.91E-05,0,0,1.999943819,0,0,0,0,0,ns,0.454545455,0.308333333,0.595829196,0.404170804,-0.191658392,depleted,20.35606061,0.426666667,0.979470131,0.020529869,-0.958940262,ns,0,0,0,0,0,378,379
Shewanella.halifaxensis,Animal,1.90E-05,0,0,7.07E-05,0,0,-1.45E-05,0,0,ns,10.57342657,1.375,0.884922086,0.115077914,-0.769844172,depleted,57.31060606,17.97666667,0.761225689,0.238774311,-0.522451378,ns,0.027027027,0.270588235,0.090811966,0.909188034,0.818376068,379,380
Shewanella.japonica,Animal,-1.67E-05,0,0,2.40E-05,0,0,0,0,0,ns,0.006993007,0.016666667,0.295566499,0.704433501,0.408867002,ns,2.143939394,11.13,0.16151493,0.83848507,0.67697014,ns,0,0,0,0,0,380,381
Shewanella.marisflavi,Animal,7.95E-05,0,0,1.41E-05,0,0,0,0,0,depleted,0.27972028,0.058333333,0.827443545,0.172556455,-0.65488709,ns,0.674242424,1.043333333,0.392554693,0.607445307,0.214890614,ns,0,0,0,0,0,381,382
Shewanella.pealeana,Animal,5.47E-05,0,0,1.999981198,0,0,0,0,0,ns,2.342657343,0.4,0.854156043,0.145843957,-0.708312086,depleted,11.93181818,28.25666667,0.296896442,0.703103558,0.406207116,ns,0,0,0,0,0,382,383
Shewanella.psychrophila,Animal,1.90E-05,0,0,-4.13E-05,0,0,0,0,0,ns,0.034965035,0.016666667,0.677200899,0.322799101,-0.354401798,ns,6.553030303,236.7333333,0.026935461,0.973064539,0.946129078,ns,0,0,0,0,0,383,384
Shewanella.putrefaciens,Animal,-1.000030889,0,0,4.47E-05,0,0,0,1,1,ns,158,153.1583333,0.507780069,0.492219931,-0.015560138,depleted,2.636363636,13.44,0.163990047,0.836009953,0.672019906,enriched,0,2.470588235,0,1,1,384,385
Shewanella.violacea,Animal,0,0,0,7.34E-05,0,0,0,0,1,ns,0,0,0,0,0,ns,7.931818182,49.71,0.137605274,0.862394726,0.724789452,ns,0,0.594117647,0,1,1,385,386
Siccibacter.turicensis,Animal,1.64E-05,0,0,3.15E-05,0,0,0,0,1,depleted,1.986013986,0.416666667,0.826582585,0.173417415,-0.65316517,depleted,75.76515152,30.22,0.714865719,0.285134281,-0.429731438,ns,0,0.158823529,0,1,1,386,387
Sphingobacterium.spiritivorum,Animal,-4.22E-05,1,0,4.82E-05,0,0,-1.24E-05,1,0,enriched,0.188811189,87.88333333,0.002143824,0.997856176,0.995712352,depleted,2.113636364,8.19,0.205134992,0.794865008,0.589730016,enriched,0.101351351,158.0235294,0.000640958,0.999359042,0.998718084,387,388
Sphingomonas.alpina,Animal,0,0,0,0,0,0,0,1,1,ns,0,0,0,0,0,ns,0,0,0,0,0,enriched,0,67.83529412,0,1,1,388,389
Sphingomonas.daechungensis,Animal,0,0,0,0,0,0,0,1,1,ns,0,0,0,0,0,ns,0,0,0,0,0,enriched,0,28.84705882,0,1,1,389,390
Sphingomonas.ginsengisoli,Animal,-6.000015209,1,0,-6.64E-05,0,0,-1.000006997,1,0,enriched,10.48951049,141.9416667,0.068814731,0.931185269,0.862370538,ns,0.196969697,2.6,0.070422535,0.929577465,0.85915493,enriched,1.905405405,357.4176471,0.005302764,0.994697236,0.989394472,390,391
Sphingomonas.hengshuiensis,Animal,-4.000042575,1,0,-11.99998136,1,0,-3.17E-05,0,0,enriched,28.05594406,212.05,0.116848186,0.883151814,0.766303628,enriched,5.772727273,186.15,0.030078393,0.969921607,0.939843214,ns,1.844594595,13.44705882,0.120627544,0.879372456,0.758744912,391,392
Sphingomonas.indica,Animal,0,0,0,0,0,0,0,1,1,ns,0,0,0,0,0,ns,0,0,0,0,0,enriched,0,13.25294118,0,1,1,392,393
Sphingomonas.insulae,Animal,4.99994261,0,0,-6.29E-06,0,0,-2.999930852,0,0,ns,210.2797203,417.5166667,0.334948918,0.665051082,0.330102164,ns,18.95454545,70.9,0.210946985,0.789053015,0.57810603,ns,394.4391892,974.4294118,0.288149782,0.711850218,0.423700436,393,394
Sphingomonas.koreensis,Animal,-3.000011029,1,0,-5.29E-05,0,0,-19.99995308,1,0,enriched,22.04195804,252.825,0.08019137,0.91980863,0.83961726,ns,1.348484848,6.433333333,0.173286604,0.826713396,0.653426792,enriched,52.55405405,174.8588235,0.23109533,0.76890467,0.53780934,394,395
Sphingomonas.lutea,Animal,-2.68E-05,1,0,-9.000006751,1,0,0.999933397,0,0,enriched,13.3986014,36.975,0.265984584,0.734015416,0.468030832,enriched,34.54545455,460.3633333,0.069801659,0.930198341,0.860396682,ns,502.8040541,381.7823529,0.568405811,0.431594189,-0.136811622,395,396
Sphingomonas.paucimobilis,Animal,-1353.193012,1,0,-520.0000777,1,0,-148.0000267,1,0,enriched,874.7972028,5757.766667,0.131894275,0.868105725,0.73621145,enriched,321.5984848,3518.796667,0.083740988,0.916259012,0.832518024,enriched,204.8445946,823.4823529,0.199201815,0.800798185,0.60159637,396,397
Sphingomonas.rhizophila,Animal,-1.999940651,1,0,-3.79E-05,1,0,3.000001576,0,0,enriched,4.692307692,512.6666667,0.009069733,0.990930267,0.981860534,enriched,1.060606061,72.03333333,0.014510178,0.985489822,0.970979644,ns,232.1486486,140.5882353,0.622821778,0.377178222,-0.245643556,397,398
Sphingomonas.sanguinis,Animal,-34.99997781,1,0,1.09E-05,0,0,2.78E-05,0,0,enriched,87.03496503,397.2,0.179737052,0.820262948,0.640525896,ns,3.484848485,161.5533333,0.021115408,0.978884592,0.957769184,ns,99.05405405,133.3,0.426306545,0.573693455,0.14738691,398,399
Sphingomonas.sanxanigenens,Animal,-3.71E-05,1,0,-1.87E-05,0,0,-1.71E-05,1,0,enriched,248.9300699,39.75,0.862304315,0.137695685,-0.72460863,ns,0.454545455,8.893333333,0.048625519,0.951374481,0.902748962,enriched,9.736486486,41.44705882,0.190226887,0.809773113,0.619546226,399,400
