Genus	kingdom	phylum	class	order	family	full
Neptuniibacter	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Gammaproteobacteria
Gp16	Bacteria	Acidobacteria	Acidobacteria_Gp16	Unassigned	Unassigned	Acidobacteria
Anaeroplasma	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	ZLow Abundance
Zunongwangia	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Oceaniserpentilla	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Gammaproteobacteria
Sabulilitoribacter	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Armatimonadetes_gp2	Bacteria	Armatimonadetes	Unassigned	Unassigned	Unassigned	ZLow Abundance
Oleiagrimonas	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Gammaproteobacteria
Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroidetes
Pricia	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Fodinicurvata	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria
Tamlana	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Mycobacterium	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Actinobacteria
Amaricoccus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Litorivivens	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Gammaproteobacteria
Ahrensia	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Shewanella	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Gammaproteobacteria
Sphingomicrobium	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria
Gp6	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unassigned	Unassigned	Acidobacteria
Aquamicrobium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Alphaproteobacteria
Flavisolibacter	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Bacteroidetes
Desulfosarcina	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	ZLow Abundance
Leptobacterium	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Caulobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Alphaproteobacteria
Hwanghaeicola	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Luteimonas	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Gammaproteobacteria
Gilvibacter	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Leifsonia	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Actinobacteria
Thermomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Gammaproteobacteria
Sporomusa	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Firmicutes
Gp2	Bacteria	Acidobacteria	Acidobacteria_Gp2	Unassigned	Unassigned	Acidobacteria
Jannaschia	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Paraoerskovia	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Actinobacteria
Sneathiella	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Alphaproteobacteria
Amorphus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_incertae_sedis	Alphaproteobacteria
Tropicimonas	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Armatimonadetes_gp6	Bacteria	Armatimonadetes	Unassigned	Unassigned	Unassigned	ZLow Abundance
Croceicoccus	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Alphaproteobacteria
Vulcanibacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Firmicutes
Schlegelella	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Betaproteobacteria
Persicobacter	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Bacteroidetes
Paraglaciecola	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria
Rhodobaca	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Parasegetibacter	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Bacteroidetes
Bosea	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Alphaproteobacteria
Lysobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Gammaproteobacteria
Thermincola	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Firmicutes
Kineococcus	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	Actinobacteria
Dietzia	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dietziaceae	Actinobacteria
Gillisia	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Tepidimonas	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Betaproteobacteria
Microvirga	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Alphaproteobacteria
Haliscomenobacter	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Bacteroidetes
Marinicella	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Gammaproteobacteria
Gaetbulimicrobium	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Sphaerotilus	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Betaproteobacteria
Leuconostoc	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Firmicutes
Terrimonas	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Bacteroidetes
Rhodovulum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Methyloceanibacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Alphaproteobacteria
Solimonas	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Gammaproteobacteria
Selenomonas	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Firmicutes
Flavicella	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Phyllobacterium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Alphaproteobacteria
Hellea	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria
Pontibacter	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Bacteroidetes
Cellulosimicrobium	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Promicromonosporaceae	Actinobacteria
Niabella	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Bacteroidetes
Lutimonas	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Shimia	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Gp17	Bacteria	Acidobacteria	Acidobacteria_Gp17	Unassigned	Unassigned	Acidobacteria
Rubrivirga	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Rhodothermaceae	Bacteroidetes
Dehalogenimonas	Bacteria	Chloroflexi	Dehalococcoidetes	Unassigned	Unassigned	ZLow Abundance
Neptunomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Gammaproteobacteria
Cellvibrio	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Gammaproteobacteria
Gemmobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Caloramator	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Firmicutes
Lentilitoribacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Alphaproteobacteria
Parasphingopyxis	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria
Microbulbifer	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria
Granulosicoccus	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	Gammaproteobacteria
Pseudofulvibacter	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Alysiella	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Betaproteobacteria
Gp7	Bacteria	Acidobacteria	Acidobacteria_Gp7	Unassigned	Unassigned	Acidobacteria
Thiobacillus	Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Betaproteobacteria
Meridianimaribacter	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Albimonas	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Sandaracinobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria
Escherichia/Shigella	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Gammaproteobacteria
Litorimonas	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria
Arenimonas	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Gammaproteobacteria
Thioprofundum	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Gammaproteobacteria
Aestuariibacter	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria
Rivicola	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Betaproteobacteria
Gp26	Bacteria	Acidobacteria	Acidobacteria_Gp26	Unassigned	Unassigned	Acidobacteria
Actinoallomurus	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Actinobacteria
Haemophilus	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gammaproteobacteria
Hydrogenispora	Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Firmicutes
Psychrosphaera	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria
Thalassomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria
Salinimonas	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria
Alkalispirillum	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Gammaproteobacteria
Armatimonadetes_gp4	Bacteria	Armatimonadetes	Unassigned	Unassigned	Unassigned	ZLow Abundance
Armatimonas/Armatimonadetes_gp1	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	ZLow Abundance
Azovibrio	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Betaproteobacteria
Thiolamprovum	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Gammaproteobacteria
Sporacetigenium	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Firmicutes
Adhaeribacter	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Bacteroidetes
Zobellia	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Youngimonas	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Polaromonas	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Betaproteobacteria
Anoxybacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Firmicutes
Sedimenticola	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Gammaproteobacteria
Tolumonas	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Gammaproteobacteria
Thiohalophilus	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Gammaproteobacteria
Ectothiorhodosinus	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Gammaproteobacteria
WPS-1_genera_incertae_sedis	Bacteria	candidate_division_WPS-1	Unassigned	Unassigned	Unassigned	ZLow Abundance
Anderseniella	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Alphaproteobacteria
Spongiivirga	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Pseudorhodobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Halorhodospira	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Gammaproteobacteria
Fretibacter	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria
Cupriavidus	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Betaproteobacteria
Cellulophaga	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Hirschia	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria
Opitutus	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Verrucomicrobia
Saccharibacteria_genera_incertae_sedis	Bacteria	Candidatus_Saccharibacteria	Unassigned	Unassigned	Unassigned	ZLow Abundance
Burkholderia	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Betaproteobacteria
Cloacibacterium	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Photobacterium	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Gammaproteobacteria
Roseomonas	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Alphaproteobacteria
Dialister	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Firmicutes
Modestobacter	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Actinobacteria
Aciditerrimonas	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobineae_incertae_sedis	Actinobacteria
Jeotgalibacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Firmicutes
Janthinobacterium	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Betaproteobacteria
Papillibacter	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Firmicutes
Mycetocola	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Actinobacteria
Dyadobacter	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Bacteroidetes
Ktedonobacter	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	ZLow Abundance
Portibacter	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Bacteroidetes
Catabacter	Bacteria	Firmicutes	Clostridia	Clostridiales	Catabacteriaceae	Firmicutes
Algibacter	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Actinotalea	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Actinobacteria
Eubacterium	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Firmicutes
Hyphomicrobium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Alphaproteobacteria
Glaciecola	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria
Deefgea	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Betaproteobacteria
Ferribacterium	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Betaproteobacteria
Gemmatimonas	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	ZLow Abundance
Pirellula	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomycetes
Chelativorans	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Alphaproteobacteria
Aestuariibaculum	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Solirubrobacter	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Actinobacteria
Oleiphilus	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Gammaproteobacteria
Gryllotalpicola	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Actinobacteria
Ornithinibacter	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Actinobacteria
Teredinibacter	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadales_incertae_sedis	Gammaproteobacteria
Desulfovibrio	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	ZLow Abundance
Paenibacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Firmicutes
Gracilimonas	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Bacteroidetes
Flavivirga	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Gimesia	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomycetes
Postechiella	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Desulfitobacterium	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Firmicutes
Lechevalieria	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Actinobacteria
Gilvimarinus	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Gammaproteobacteria
Martelella	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Alphaproteobacteria
Haliea	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria
Salinispora	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinobacteria
Chlorobium	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	ZLow Abundance
Eudoraea	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Brumimicrobium	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Bacteroidetes
Azoarcus	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Betaproteobacteria
Congregibacter	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Gammaproteobacteria
Marinobacterium	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Gammaproteobacteria
Aridibacter	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unassigned	Unassigned	Acidobacteria
Ferrithrix	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Actinobacteria
Thauera	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Betaproteobacteria
Fusibacter	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XII	Firmicutes
Parvularcula	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Alphaproteobacteria
Roseivirga	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Bacteroidetes
Lactobacillus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Firmicutes
Maricaulis	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria
Thermoleophilum	Bacteria	Actinobacteria	Thermoleophilia	Thermoleophilales	Thermoleophilaceae	Actinobacteria
Pseudozobellia	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Gordonia	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Actinobacteria
Rugosimonospora	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinobacteria
Pelotomaculum	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_2	Firmicutes
Haliangium	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	ZLow Abundance
Ohtaekwangia	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Bacteroidetes
Pseudoxanthomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Gammaproteobacteria
Sagittula	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Spongiibacter	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Gammaproteobacteria
Magnetovibrio	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria
Singulisphaera	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomycetes
Gp13	Bacteria	Acidobacteria	Acidobacteria_Gp13	Unassigned	Unassigned	Acidobacteria
Ascidiaceihabitans	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Sporobacter	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Firmicutes
Oceanibulbus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Fonticella	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Firmicutes
Malikia	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Betaproteobacteria
Dyella	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Gammaproteobacteria
Garciella	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Firmicutes
Telmatobacter	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Acidobacteria
Pseudohaliea	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Gammaproteobacteria
Conexibacter	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Actinobacteria
Rickettsia	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria
Aspromonas	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Gammaproteobacteria
Oceanobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Gammaproteobacteria
Aurantimonas	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Alphaproteobacteria
Yersinia	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Gammaproteobacteria
Enhydrobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Gammaproteobacteria
Thioalbus	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Gammaproteobacteria
Porticoccus	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Gammaproteobacteria
Nitrosomonas	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Betaproteobacteria
Desulfuromusa	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	ZLow Abundance
Labrenzia	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Ekhidna	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Bacteroidetes
Corynebacterium	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Actinobacteria
Litorilinea	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	ZLow Abundance
Hydrotalea	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Bacteroidetes
Salisaeta	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Rhodothermaceae	Bacteroidetes
Rubrobacter	Bacteria	Actinobacteria	Actinobacteria	Rubrobacterales	Rubrobacteraceae	Actinobacteria
Oscillochloris	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	ZLow Abundance
Thiohalobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Gammaproteobacteria
Comamonas	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Betaproteobacteria
Methylobrevis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_incertae_sedis	Alphaproteobacteria
Actibacterium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Ornithinibacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Firmicutes
Formosa	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Thiobacter	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Betaproteobacteria
