,log2FC,log2CPM,PValue,FDR,level,otu,neglogp,tax
Clostridium_XVIII,-1.426,12.287,6.11E-05,0.000330318,Depleted,Clostridium_XVIII,4.21395879,Firmicutes
Turicibacter,2.137,10.967,0.344739799,0.564270173,NotSig,Turicibacter,0.462508576,Firmicutes
Catenibacterium,-2.184,9.966,0.550070734,0.775456691,NotSig,Catenibacterium,0.259581461,Firmicutes
Holdemanella,-1.184,9.966,0.176299946,0.339056634,NotSig,Holdemanella,0.753747821,Firmicutes
Acidaminococcus,1.401,11.288,0.92354842,1,NotSig,Acidaminococcus,0.03454033,Firmicutes
Succinispira,1.136,9.966,0.61145212,0.832578412,NotSig,Succinispira,0.213637545,Firmicutes
Phascolarctobacterium,1.815,12.551,0.812651372,1,NotSig,Phascolarctobacterium,0.090095727,Firmicutes
Propionispira,0.399,10.551,0.649962065,0.877479533,NotSig,Propionispira,0.18711199,Firmicutes
Sporomusa,5.111,16.966,1.14E-08,1.06E-07,Enriched,Sporomusa,7.943095149,Firmicutes
Selenomonas,4.648,15.01,0.905606118,1,NotSig,Selenomonas,0.043060652,Firmicutes
Dialister,3.569,13.55,0.806788337,1,NotSig,Dialister,0.093240389,Firmicutes
Anaerosinus,-0.377,10.966,0.480338097,0.737855184,NotSig,Anaerosinus,0.318452967,Firmicutes
Pelosinus,-12.887,9.966,0.13295989,0.275375564,NotSig,Pelosinus,0.876279353,Firmicutes
Anaeroarcus,-11.889,8.967,0.13295989,0.275375564,NotSig,Anaeroarcus,0.876279353,Firmicutes
Megasphaera,3.208,11.966,0.601984758,0.828382112,NotSig,Megasphaera,0.220414505,Firmicutes
Veillonella,-4.708,12.426,0.00571657,0.018709968,Depleted,Veillonella,2.242864474,Firmicutes
Megamonas,-2.184,8.966,0.174444952,0.337307516,NotSig,Megamonas,0.758341593,Firmicutes
Mitsuokella,11.703,8.966,0.349471017,0.564270173,NotSig,Mitsuokella,0.456588836,Firmicutes
Pectinatus,14.873,11.551,0.136782368,0.277650696,NotSig,Pectinatus,0.863969882,Firmicutes
Thermolithobacter,2.339,11.772,0.032758224,0.089833299,Enriched,Thermolithobacter,1.484679652,Firmicutes
Aeromonas,-2.253,15.156,5.03E-06,3.28E-05,Depleted,Aeromonas,5.298432015,Gammaproteobacteria
Tolumonas,-3.184,10.551,0.000645897,0.002809195,Depleted,Tolumonas,3.189836733,Gammaproteobacteria
Oceanisphaera,17.646,15.175,0.183929829,0.343544328,NotSig,Oceanisphaera,0.735347833,Gammaproteobacteria
Oceanimonas,13.872,11.55,0.250691578,0.435733108,NotSig,Oceanimonas,0.600860256,Gammaproteobacteria
Alteromonas,5.292,19.66,1.08E-10,1.35E-09,Enriched,Alteromonas,9.966576245,Gammaproteobacteria
Marinobacter,3.046,18.24,0.000233768,0.001123189,Enriched,Marinobacter,3.631214939,Gammaproteobacteria
Paraglaciecola,5.472,17.688,0.000263247,0.00124802,Enriched,Paraglaciecola,3.579636569,Gammaproteobacteria
Microbulbifer,-0.842,16.513,1.76E-07,1.44E-06,Depleted,Microbulbifer,6.754487332,Gammaproteobacteria
Aestuariibacter,1.988,16.279,0.002606017,0.009462561,Enriched,Aestuariibacter,2.584022756,Gammaproteobacteria
Salinimonas,1.218,14.175,0.00338871,0.011969528,Enriched,Salinimonas,2.469965596,Gammaproteobacteria
Glaciecola,5.388,17.075,0.002455923,0.008963177,Enriched,Glaciecola,2.609785254,Gammaproteobacteria
Haliea,0.056,15.942,7.55E-05,0.00040189,Enriched,Haliea,4.122053048,Gammaproteobacteria
Saccharophagus,1.59,18.155,0.152779212,0.302379939,NotSig,Saccharophagus,0.815935734,Gammaproteobacteria
Alishewanella,0.401,11.288,0.492314938,0.737855184,NotSig,Alishewanella,0.307756987,Gammaproteobacteria
Agarivorans,-2.417,11.288,7.00E-07,5.32E-06,Depleted,Agarivorans,6.15490196,Gammaproteobacteria
Marinimicrobium,0.4,12.55,0.611451734,0.832578412,NotSig,Marinimicrobium,0.213637819,Gammaproteobacteria
Catenovulum,13.288,10.966,0.250691578,0.435733108,NotSig,Catenovulum,0.600860256,Gammaproteobacteria
Maricurvus,4.891,17.707,2.48E-05,0.000146134,Enriched,Maricurvus,4.605548319,Gammaproteobacteria
Teredinibacter,6.012,18.037,3.87E-06,2.59E-05,Enriched,Teredinibacter,5.412289035,Gammaproteobacteria
Pseudomaricurvus,3.066,15.233,0.003643408,0.012837392,Enriched,Pseudomaricurvus,2.438492192,Gammaproteobacteria
Psychrobium,4.648,13.136,0.003899549,0.013638865,Enriched,Psychrobium,2.408985618,Gammaproteobacteria
Pseudoteredinibacter,4.173,15.175,0.000337148,0.001556992,Enriched,Pseudoteredinibacter,3.472179412,Gammaproteobacteria
Celerinatantimonas,15.457,12.549,0.136782368,0.277650696,NotSig,Celerinatantimonas,0.863969882,Gammaproteobacteria
Colwellia,2.022,18.61,0.086419649,0.20052169,NotSig,Colwellia,1.063387502,Gammaproteobacteria
Thalassomonas,2.951,15.61,0.000230214,0.001109848,Enriched,Thalassomonas,3.637868269,Gammaproteobacteria
Thalassotalea,3.668,17.106,2.99E-05,0.000173711,Enriched,Thalassotalea,4.524328812,Gammaproteobacteria
Paraferrimonas,11.703,9.966,0.510345526,0.737855184,NotSig,Paraferrimonas,0.292135688,Gammaproteobacteria
Idiomarina,-0.367,15.195,0.181871018,0.343544328,NotSig,Idiomarina,0.740236502,Gammaproteobacteria
Aliidiomarina,-0.628,11.288,0.656652611,0.884003091,NotSig,Aliidiomarina,0.182664325,Gammaproteobacteria
Moritella,0.939,12.136,0.758013719,0.994196302,NotSig,Moritella,0.120322934,Gammaproteobacteria
Paramoritella,-1.184,10.551,0.021700498,0.062628292,Depleted,Paramoritella,1.6635303,Gammaproteobacteria
Pseudoalteromonas,0.918,18.982,0.710294461,0.941123673,NotSig,Pseudoalteromonas,0.148561572,Gammaproteobacteria
Psychrosphaera,3.875,15.652,0.00500059,0.016719955,Enriched,Psychrosphaera,2.300978752,Gammaproteobacteria
Algicola,3.888,14.01,0.02681182,0.074873713,Enriched,Algicola,1.571673705,Gammaproteobacteria
Psychromonas,0.734,14.392,4.89E-11,6.24E-10,Enriched,Psychromonas,10.31069114,Gammaproteobacteria
Shewanella,2.026,15.873,0.084476704,0.196652947,NotSig,Shewanella,1.073263039,Gammaproteobacteria
Arenicella,4.525,17.474,1.43E-09,1.53E-08,Enriched,Arenicella,8.844663963,Gammaproteobacteria
Perspicuibacter,16.912,12.426,0.000846296,0.003491547,Enriched,Perspicuibacter,3.072477712,Gammaproteobacteria
Cardiobacterium,13.025,9.966,0.183929236,0.343544328,NotSig,Cardiobacterium,0.735349233,Gammaproteobacteria
Rheinheimera,0.447,13.824,0.000426086,0.001936384,Enriched,Rheinheimera,3.370502735,Gammaproteobacteria
Thiophaeococcus,5.287,15.988,0.016900286,0.050243143,Enriched,Thiophaeococcus,1.772105946,Gammaproteobacteria
Thiohalobacter,2.621,14.99,0.005010216,0.016719955,Enriched,Thiohalobacter,2.30014355,Gammaproteobacteria
Halochromatium,4.393,13.214,8.60E-05,0.000453087,Enriched,Halochromatium,4.065501549,Gammaproteobacteria
Nitrosococcus,18.529,14.966,5.83E-05,0.000318602,Enriched,Nitrosococcus,4.234331445,Gammaproteobacteria
Thiocapsa,2.275,12.773,0.721506266,0.953323557,NotSig,Thiocapsa,0.141759893,Gammaproteobacteria
Marichromatium,-0.313,11.966,0.186301502,0.346613094,NotSig,Marichromatium,0.729783644,Gammaproteobacteria
Thiorhodococcus,4.501,14.488,0.003948368,0.013775846,Enriched,Thiorhodococcus,2.403582377,Gammaproteobacteria
Thiodictyon,-5.631,13.358,2.46E-13,4.23E-12,Depleted,Thiodictyon,12.60906489,Gammaproteobacteria
Lamprocystis,10.704,8.967,0.510345526,0.737855184,NotSig,Lamprocystis,0.292135688,Gammaproteobacteria
Thiocystis,1.137,10.966,0.921238993,1,NotSig,Thiocystis,0.035627688,Gammaproteobacteria
Chromatium,-12.887,8.966,0.033095602,0.089833299,Depleted,Chromatium,1.480229715,Gammaproteobacteria
Thiohalomonas,1.501,16.639,0.550811179,0.775456691,NotSig,Thiohalomonas,0.258997254,Gammaproteobacteria
Ectothiorhodospira,1.688,14.897,0.023107622,0.066214008,Enriched,Ectothiorhodospira,1.636244745,Gammaproteobacteria
Ectothiorhodosinus,14.162,10.966,0.07750414,0.181311563,NotSig,Ectothiorhodosinus,1.110675098,Gammaproteobacteria
Halorhodospira,-4.354,11.966,1.76E-05,0.000105771,Depleted,Halorhodospira,4.754487332,Gammaproteobacteria
Thioalbus,-0.184,15.52,6.68E-07,5.11E-06,Depleted,Thioalbus,6.175223538,Gammaproteobacteria
Thioalkalispira,21.317,18.1,0.026135172,0.073270905,Enriched,Thioalkalispira,1.582774637,Gammaproteobacteria
Spiribacter,-0.236,11.773,0.089768161,0.205070091,NotSig,Spiribacter,1.046877672,Gammaproteobacteria
Thioalkalivibrio,1.43,14.288,0.000134167,0.000683775,Enriched,Thioalkalivibrio,3.872354291,Gammaproteobacteria
Oceanococcus,2.576,13.609,0.075281139,0.178152878,NotSig,Oceanococcus,1.123313819,Gammaproteobacteria
Alkalilimnicola,16.585,13.772,0.102637391,0.227272591,NotSig,Alkalilimnicola,0.988694396,Gammaproteobacteria
Acidiferrobacter,13.872,10.551,0.136781942,0.277650696,NotSig,Acidiferrobacter,0.863971235,Gammaproteobacteria
Thiogranum,-0.967,14.824,1.80E-08,1.63E-07,Depleted,Thiogranum,7.744727495,Gammaproteobacteria
Aquisalimonas,4.172,11.287,0.003011311,0.010769776,Enriched,Aquisalimonas,2.521244389,Gammaproteobacteria
Arhodomonas,-0.184,9.966,0.554829209,0.775456691,NotSig,Arhodomonas,0.255840684,Gammaproteobacteria
Natronocella,13.703,9.966,0.102635835,0.227272591,NotSig,Natronocella,0.98870098,Gammaproteobacteria
Thiorhodospira,1.816,11.967,0.554829209,0.775456691,NotSig,Thiorhodospira,0.255840684,Gammaproteobacteria
Thiohalospira,-0.862,8.967,0.363027657,0.582582733,NotSig,Thiohalospira,0.440060287,Gammaproteobacteria
Granulosicoccus,1.865,15.425,0.113355622,0.246207721,NotSig,Granulosicoccus,0.945556936,Gammaproteobacteria
Halothiobacillus,-5.703,16.288,6.82E-31,4.05E-29,Depleted,Halothiobacillus,30.16621563,Gammaproteobacteria
Thioalkalibacter,-0.023,13.053,0.484318507,0.737855184,NotSig,Thioalkalibacter,0.314868935,Gammaproteobacteria
Thioprofundum,1.89,17.722,0.000842634,0.003491547,Enriched,Thioprofundum,3.074361021,Gammaproteobacteria
Thiohalophilus,0.407,16.27,0.008081774,0.025808341,Enriched,Thiohalophilus,2.092493298,Gammaproteobacteria
Lelliottia,-3.102,18.08,0.228475228,0.412701456,NotSig,Lelliottia,0.641160881,Gammaproteobacteria
Pantoea,-3.701,14.638,0.638802397,0.864868141,NotSig,Pantoea,0.194633463,Gammaproteobacteria
Siccibacter,-0.95,14.055,0.308401602,0.523915579,NotSig,Siccibacter,0.510883375,Gammaproteobacteria
Escherichia/Shigella,-1.073,11.967,0.701362284,0.93275301,NotSig,Escherichia/Shigella,0.154057592,Gammaproteobacteria
Yersinia,-0.853,12.773,0.103148165,0.22785206,NotSig,Yersinia,0.986538494,Gammaproteobacteria
Pectobacterium,-1.388,15.076,0.104226586,0.229878421,NotSig,Pectobacterium,0.982021488,Gammaproteobacteria
Obesumbacterium,-2.057,16.495,0.124579184,0.266928671,NotSig,Obesumbacterium,0.904554518,Gammaproteobacteria
Brenneria,16.873,13.824,0.026134798,0.073270905,Enriched,Brenneria,1.582780852,Gammaproteobacteria
Proteus,2.208,12.873,0.234106781,0.422339288,NotSig,Proteus,0.630586007,Gammaproteobacteria
Klebsiella,-0.547,12.667,0.024626941,0.069727471,Depleted,Klebsiella,1.60858953,Gammaproteobacteria
Leminorella,2.845,10.965,0.006428169,0.020942916,Enriched,Leminorella,2.191912714,Gammaproteobacteria
Photorhabdus,14.162,12.136,0.349472314,0.564270173,NotSig,Photorhabdus,0.456587224,Gammaproteobacteria
Franconibacter,13.025,10.551,0.250691578,0.435733108,NotSig,Franconibacter,0.600860256,Gammaproteobacteria
Morganella,-0.182,13.137,0.302197294,0.514600882,NotSig,Morganella,0.519709429,Gammaproteobacteria
Providencia,0.233,11.552,0.890041201,1,NotSig,Providencia,0.050589889,Gammaproteobacteria
Cronobacter,-0.184,9.967,0.921238993,1,NotSig,Cronobacter,0.035627688,Gammaproteobacteria
Cocleimonas,6.115,16.536,6.20E-05,0.000333874,Enriched,Cocleimonas,4.207608311,Gammaproteobacteria
Halioglobus,-1.95,16.401,1.06E-30,5.91E-29,Depleted,Halioglobus,29.97469413,Gammaproteobacteria
Litorivivens,6.271,14.609,1.10E-07,9.01E-07,Enriched,Litorivivens,6.958607315,Gammaproteobacteria
Marinicella,4.422,16.623,8.88E-13,1.38E-11,Enriched,Marinicella,12.05158703,Gammaproteobacteria
Sedimenticola,-3.511,14.176,4.92E-16,1.05E-14,Depleted,Sedimenticola,15.3080349,Gammaproteobacteria
Gilvimarinus,2.175,16.031,0.001863323,0.007052448,Enriched,Gilvimarinus,2.729711855,Gammaproteobacteria
Congregibacter,1.072,15.848,0.631983618,0.85726295,NotSig,Congregibacter,0.199294179,Gammaproteobacteria
Spongiibacter,0.086,16.609,0.2157322,0.391168804,NotSig,Spongiibacter,0.666085028,Gammaproteobacteria
Pseudohaliea,-0.059,14.943,0.273876998,0.470303823,NotSig,Pseudohaliea,0.562444441,Gammaproteobacteria
Porticoccus,0.832,15.176,0.023529735,0.067019825,Enriched,Porticoccus,1.628382964,Gammaproteobacteria
Eionea,3.639,17.574,0.0217246,0.062628292,Enriched,Eionea,1.663048211,Gammaproteobacteria
Zhongshania,2.96,15.681,0.000238089,0.001140112,Enriched,Zhongshania,3.623260669,Gammaproteobacteria
Methylonatrum,-0.271,13.053,0.356565408,0.574287626,NotSig,Methylonatrum,0.447860792,Gammaproteobacteria
Simiduia,1.236,15.76,0.319189867,0.541598027,NotSig,Simiduia,0.495950904,Gammaproteobacteria
Umboniibacter,-6.716,14.638,4.34E-09,4.30E-08,Depleted,Umboniibacter,8.36251027,Gammaproteobacteria
Pleionea,4.965,12.425,0.002921449,0.010501027,Enriched,Pleionea,2.534401691,Gammaproteobacteria
Thiolapillus,-1.121,15.074,0.002038863,0.007596495,Depleted,Thiolapillus,2.690611955,Gammaproteobacteria
Gallaecimonas,4.005,12.965,0.00045753,0.002059606,Enriched,Gallaecimonas,3.339580424,Gammaproteobacteria
Methylohalomonas,12.703,10.551,0.349472314,0.564270173,NotSig,Methylohalomonas,0.456587224,Gammaproteobacteria
Diplorickettsia,-2.506,9.966,0.002162094,0.007993028,Depleted,Diplorickettsia,2.665125428,Gammaproteobacteria
Aquicella,3.171,15.306,0.89125697,1,NotSig,Aquicella,0.049997061,Gammaproteobacteria
Coxiella,-0.418,14.987,0.996681466,1,NotSig,Coxiella,0.001443618,Gammaproteobacteria
Legionella,-0.621,13.666,0.975113594,1,NotSig,Legionella,0.010944789,Gammaproteobacteria
Methylothermus,3.376,16.165,0.03490215,0.093268479,Enriched,Methylothermus,1.457147819,Gammaproteobacteria
Methylosphaera,-4.716,16.233,8.69E-10,9.47E-09,Depleted,Methylosphaera,9.060980224,Gammaproteobacteria
Methylosoma,-9.078,14.988,1.48E-10,1.81E-09,Depleted,Methylosoma,9.829738285,Gammaproteobacteria
Methylosarcina,5.567,17.175,0.138411608,0.280160801,NotSig,Methylosarcina,0.858827486,Gammaproteobacteria
Methylomicrobium,1.248,10.965,0.193192045,0.358964906,NotSig,Methylomicrobium,0.71401076,Gammaproteobacteria
Methylobacter,3.525,16.707,0.200977788,0.367215498,NotSig,Methylobacter,0.696851938,Gammaproteobacteria
Methylocaldum,14.403,10.966,0.102635835,0.227272591,NotSig,Methylocaldum,0.98870098,Gammaproteobacteria
Methylovulum,-7.523,13.358,1.05E-05,6.56E-05,Depleted,Methylovulum,4.978810701,Gammaproteobacteria
Methylomonas,-5.884,11.288,9.04E-07,6.72E-06,Depleted,Methylomonas,6.04383157,Gammaproteobacteria
Methyloparacoccus,-0.237,12.136,0.032008819,0.088520512,Depleted,Methyloparacoccus,1.494730349,Gammaproteobacteria
Methylococcus,-2.184,8.967,0.173526412,0.337307516,NotSig,Methylococcus,0.760634413,Gammaproteobacteria
Methylohalobius,-15.974,11.773,5.95E-05,0.00032309,Depleted,Methylohalobius,4.225483034,Gammaproteobacteria
Methylogaea,-13.472,8.966,0.008940467,0.028226155,Depleted,Methylogaea,2.048639795,Gammaproteobacteria
Alcanivorax,3.535,19.491,0.001034715,0.004194709,Enriched,Alcanivorax,2.985179255,Gammaproteobacteria
Kangiella,2.778,14.747,0.014852195,0.044998051,Enriched,Kangiella,1.828209357,Gammaproteobacteria
Zooshikella,3.593,13.287,2.55E-06,1.77E-05,Enriched,Zooshikella,5.59345982,Gammaproteobacteria
Endozoicomonas,0.106,15.175,1.70E-12,2.56E-11,Enriched,Endozoicomonas,11.76955108,Gammaproteobacteria
Hahella,0.468,13.824,0.197837549,0.365691947,NotSig,Hahella,0.703691277,Gammaproteobacteria
Halomonas,0.174,16.787,3.58E-05,0.000205905,Enriched,Halomonas,4.446116973,Gammaproteobacteria
Cobetia,1.646,16.566,0.248183696,0.435733108,NotSig,Cobetia,0.605226752,Gammaproteobacteria
Salinicola,2.015,15.566,0.614914015,0.83649409,NotSig,Salinicola,0.211185608,Gammaproteobacteria
Kushneria,11.703,9.966,0.510345526,0.737855184,NotSig,Kushneria,0.292135688,Gammaproteobacteria
Litoricola,2.012,13.965,0.036605477,0.096376413,Enriched,Litoricola,1.43645393,Gammaproteobacteria
Bermanella,6.822,19.222,0.001444773,0.005617685,Enriched,Bermanella,2.840200383,Gammaproteobacteria
Oleibacter,7.271,17.798,9.73E-12,1.35E-10,Enriched,Oleibacter,11.01188716,Gammaproteobacteria
Oceanospirillum,0.874,16.811,0.060779259,0.147754688,NotSig,Oceanospirillum,1.216244599,Gammaproteobacteria
Spongiispira,2.999,18.646,0.235374805,0.423022477,NotSig,Spongiispira,0.628240027,Gammaproteobacteria
Oleispira,3.837,15.681,0.01638969,0.048826904,Enriched,Oleispira,1.785429261,Gammaproteobacteria
Marinomonas,-0.999,17.602,0.000168657,0.000844469,Depleted,Marinomonas,3.772995629,Gammaproteobacteria
Neptuniibacter,1.101,18.315,1.19E-06,8.63E-06,Enriched,Neptuniibacter,5.924453039,Gammaproteobacteria
Oceaniserpentilla,-3.577,16.085,6.51E-14,1.15E-12,Depleted,Oceaniserpentilla,13.18641901,Gammaproteobacteria
Neptunomonas,3.36,16.074,0.15875275,0.312469206,NotSig,Neptunomonas,0.799278743,Gammaproteobacteria
Marinobacterium,-0.661,14.848,0.784911072,1,NotSig,Marinobacterium,0.105179545,Gammaproteobacteria
Oceanobacter,-5.734,13.287,3.65E-37,3.25E-35,Depleted,Oceanobacter,36.43770714,Gammaproteobacteria
Corallomonas,2.816,15.458,0.00520983,0.017249251,Enriched,Corallomonas,2.283176448,Gammaproteobacteria
Amphritea,-1.59,14.668,8.94E-16,1.85E-14,Depleted,Amphritea,15.04866248,Gammaproteobacteria
Motiliproteus,-5.12,12.772,5.89E-17,1.36E-15,Depleted,Motiliproteus,16.22988471,Gammaproteobacteria
Balneatrix,3.541,14.72,0.000633542,0.002764723,Enriched,Balneatrix,3.198224589,Gammaproteobacteria
Nitrincola,3.509,13.873,0.00044462,0.002014201,Enriched,Nitrincola,3.352011006,Gammaproteobacteria
Thalassolituus,2.845,12.873,0.012301849,0.03799727,Enriched,Thalassolituus,1.910029608,Gammaproteobacteria
Reinekea,1.294,14.053,0.904226651,1,NotSig,Reinekea,0.043722697,Gammaproteobacteria
Sinobacterium,-1.184,8.966,0.552446388,0.775456691,NotSig,Sinobacterium,0.257709862,Gammaproteobacteria
Pseudohongiella,-1.207,15.551,7.95E-21,2.47E-19,Depleted,Pseudohongiella,20.09963287,Gammaproteobacteria
Oleiphilus,4.147,15.49,5.09E-07,3.94E-06,Enriched,Oleiphilus,6.293282218,Gammaproteobacteria
Saccharospirillum,5.722,13.551,0.000202113,0.000991117,Enriched,Saccharospirillum,3.694405752,Gammaproteobacteria
Salinispirillum,1.69,10.551,0.140713946,0.284015277,NotSig,Salinispirillum,0.851662858,Gammaproteobacteria
Haemophilus,2.815,10.551,0.08995772,0.205070091,NotSig,Haemophilus,1.04596156,Gammaproteobacteria
Psychrobacter,4.518,18.876,0.007813005,0.0251674,Enriched,Psychrobacter,2.107181898,Gammaproteobacteria
Acinetobacter,0.213,19.03,0.007805026,0.0251674,Enriched,Acinetobacter,2.107625646,Gammaproteobacteria
Alkanindiges,4.525,14.551,0.038969672,0.101663112,Enriched,Alkanindiges,1.40927325,Gammaproteobacteria
Moraxella,-4.09,15.721,2.44E-33,1.74E-31,Depleted,Moraxella,32.61261017,Gammaproteobacteria
Enhydrobacter,4.04,13.873,0.000808588,0.003397503,Enriched,Enhydrobacter,3.092272708,Gammaproteobacteria
Paraperlucidibaca,15.227,12.774,0.183929829,0.343544328,NotSig,Paraperlucidibaca,0.735347833,Gammaproteobacteria
Pseudomonas,-0.065,18.61,2.49E-09,2.55E-08,Depleted,Pseudomonas,8.603800653,Gammaproteobacteria
Azotobacter,-5.269,16.27,1.55E-53,3.68E-51,Depleted,Azotobacter,52.8096683,Gammaproteobacteria
Rhizobacter,1.845,13.053,0.732668113,0.965390025,NotSig,Rhizobacter,0.135092709,Gammaproteobacteria
Cellvibrio,-3.006,11.774,9.09E-18,2.16E-16,Depleted,Cellvibrio,17.04143612,Gammaproteobacteria
Permianibacter,1.239,12.966,0.974094845,1,NotSig,Permianibacter,0.011398755,Gammaproteobacteria
Thiopseudomonas,11.703,8.966,0.349471017,0.564270173,NotSig,Thiopseudomonas,0.456588836,Gammaproteobacteria
Dasania,0.003,13.966,0.757102324,0.993914459,NotSig,Dasania,0.120845421,Gammaproteobacteria
Salinisphaera,0.284,14.094,0.052425405,0.130560301,NotSig,Salinisphaera,1.280458206,Gammaproteobacteria
Francisella,2.787,16.942,3.86E-05,0.000220462,Enriched,Francisella,4.413412695,Gammaproteobacteria
Methylophaga,0.854,17.115,0.286269703,0.489816386,NotSig,Methylophaga,0.543224613,Gammaproteobacteria
Cycloclasticus,20.793,18.741,0.015355626,0.046091182,Enriched,Cycloclasticus,1.813732474,Gammaproteobacteria
Thiomicrospira,2.589,15.943,0.002979833,0.010683976,Enriched,Thiomicrospira,2.525808075,Gammaproteobacteria
Piscirickettsia,-4.067,13.053,0.010431918,0.032645498,Depleted,Piscirickettsia,1.981635835,Gammaproteobacteria
Thiothrix,3.83,18.366,0.002105804,0.007825474,Enriched,Thiothrix,2.676582054,Gammaproteobacteria
Leucothrix,5.971,15.536,0.000144873,0.000735709,Enriched,Leucothrix,3.839012547,Gammaproteobacteria
Fangia,1.23,11.965,0.485103984,0.737855184,NotSig,Fangia,0.314165159,Gammaproteobacteria
Vibrio,0.774,18.284,0.196292055,0.363777613,NotSig,Vibrio,0.707097278,Gammaproteobacteria
Lucibacterium,-0.289,16.513,0.111595319,0.242753843,NotSig,Lucibacterium,0.952354022,Gammaproteobacteria
Photobacterium,2.421,15.748,0.493864778,0.737855184,NotSig,Photobacterium,0.306391946,Gammaproteobacteria
Catenococcus,1.946,17.116,0.464012537,0.718162571,NotSig,Catenococcus,0.333470285,Gammaproteobacteria
Enterovibrio,3.031,13.61,0.087903405,0.202928044,NotSig,Enterovibrio,1.055994302,Gammaproteobacteria
Grimontia,5.793,14.054,0.002805803,0.010136408,Enriched,Grimontia,2.551942825,Gammaproteobacteria
Algiphilus,4.696,17.976,0.089219925,0.204360888,NotSig,Algiphilus,1.049538146,Gammaproteobacteria
Steroidobacter,-2.494,13.053,0.00106183,0.004292439,Depleted,Steroidobacter,2.973945009,Gammaproteobacteria
Solimonas,2.269,17.34,0.073840801,0.175618039,NotSig,Solimonas,1.131703601,Gammaproteobacteria
Nevskia,0.448,15.708,0.840087233,1,NotSig,Nevskia,0.075675615,Gammaproteobacteria
Povalibacter,-0.885,11.288,0.020225949,0.058902916,Depleted,Povalibacter,1.694091092,Gammaproteobacteria
Panacagrimonas,0.339,11.965,0.547117966,0.775456691,NotSig,Panacagrimonas,0.261919024,Gammaproteobacteria
Hydrocarboniphaga,3.459,11.967,0.049693295,0.125286805,Enriched,Hydrocarboniphaga,1.303702206,Gammaproteobacteria
Rhodanobacter,4.191,11.967,0.003794829,0.013305213,Enriched,Rhodanobacter,2.420807789,Gammaproteobacteria
Dokdonella,2.208,12.666,0.140358162,0.283698438,NotSig,Dokdonella,0.852762328,Gammaproteobacteria
Stenotrophomonas,6.197,19.183,0.026241324,0.073424253,Enriched,Stenotrophomonas,1.581014257,Gammaproteobacteria
Oleiagrimonas,-2.184,8.966,0.174444952,0.337307516,NotSig,Oleiagrimonas,0.758341593,Gammaproteobacteria
Luteimonas,2.57,14.92,0.052782254,0.131079891,NotSig,Luteimonas,1.277512068,Gammaproteobacteria
Thermomonas,0.622,12.872,0.119435028,0.257064532,NotSig,Thermomonas,0.922868284,Gammaproteobacteria
Lysobacter,-0.16,13.426,0.494226713,0.737855184,NotSig,Lysobacter,0.306073785,Gammaproteobacteria
Arenimonas,-1.892,11.966,1.22E-05,7.48E-05,Depleted,Arenimonas,4.913640169,Gammaproteobacteria
Pseudoxanthomonas,1.746,14.323,0.692531962,0.921868572,NotSig,Pseudoxanthomonas,0.159560178,Gammaproteobacteria
Dyella,-3.769,10.966,0.000606969,0.002673288,Depleted,Dyella,3.216833489,Gammaproteobacteria
Aspromonas,0.552,10.965,0.669887245,0.897586009,NotSig,Aspromonas,0.173998291,Gammaproteobacteria
Xanthomonas,11.702,9.965,0.510345526,0.737855184,NotSig,Xanthomonas,0.292135688,Gammaproteobacteria
Aquimonas,2.986,13.721,0.58499756,0.810477202,NotSig,Aquimonas,0.232845945,Gammaproteobacteria
Silanimonas,0.93,11.55,0.861752525,1,NotSig,Silanimonas,0.064617435,Gammaproteobacteria
Rudaea,10.704,8.966,0.510345526,0.737855184,NotSig,Rudaea,0.292135688,Gammaproteobacteria
Fulvimonas,1.985,11.773,0.80874065,1,NotSig,Fulvimonas,0.092190727,Gammaproteobacteria
Tahibacter,11.703,8.966,0.349471017,0.564270173,NotSig,Tahibacter,0.456588836,Gammaproteobacteria
Chiayiivirga,10.704,8.966,0.510345526,0.737855184,NotSig,Chiayiivirga,0.292135688,Gammaproteobacteria
Pseudofulvimonas,1.985,12.426,0.104620316,0.230035733,NotSig,Pseudofulvimonas,0.980383973,Gammaproteobacteria
Luteibacter,2.903,12.666,0.804836725,1,NotSig,Luteibacter,0.094292215,Gammaproteobacteria
Xylella,-3.506,10.55,0.005713166,0.018709968,Depleted,Xylella,2.243123157,Gammaproteobacteria
Wohlfahrtiimonas,12.288,9.965,0.349472314,0.564270173,NotSig,Wohlfahrtiimonas,0.456587224,Gammaproteobacteria
Rehaibacterium,12.287,9.965,0.349472314,0.564270173,NotSig,Rehaibacterium,0.456587224,Gammaproteobacteria
Phycisphaera,2.124,14.72,0.000674438,0.002883962,Enriched,Phycisphaera,3.171057968,Planctomycetes
Candidatus_Anammoxoglobus,3.638,13.919,0.000404933,0.001852048,Enriched,Candidatus_Anammoxoglobus,3.392616829,Planctomycetes
Candidatus_Kuenenia,2.003,13.72,3.41E-05,0.000196991,Enriched,Candidatus_Kuenenia,4.467245621,Planctomycetes
Candidatus_Brocadia,10.704,8.966,0.510345526,0.737855184,NotSig,Candidatus_Brocadia,0.292135688,Planctomycetes
Rhodopirellula,1.669,17.967,0.026925044,0.075043043,Enriched,Rhodopirellula,1.569843578,Planctomycetes
