,log2FC,log2CPM,PValue,FDR,level,otu,neglogp,tax
Dendrosporobacter,12.026,8.967,0.278364334,0.460818914,NotSig,Dendrosporobacter,0.55538641,Firmicutes
Anaeroarcus,4.176,13.489,0.01008214,0.036105122,Enriched,Anaeroarcus,1.996447276,Firmicutes
Megasphaera,-0.301,12.967,0.11400734,0.249539312,NotSig,Megasphaera,0.943067187,Firmicutes
Sporolituus,16.725,11.773,0.000448764,0.002736854,Enriched,Sporolituus,3.34798199,Firmicutes
Megamonas,5.574,12.424,6.51E-05,0.000540224,Enriched,Megamonas,4.186419011,Firmicutes
Mitsuokella,14.609,9.966,0.0140396,0.04574273,Enriched,Mitsuokella,1.852645265,Firmicutes
Pectinatus,12.024,8.965,0.278364334,0.460818914,NotSig,Pectinatus,0.55538641,Firmicutes
Acidithiobacillus,18.174,14.799,0.000891073,0.004834831,Enriched,Acidithiobacillus,3.050086715,Gammaproteobacteria
Aeromonas,1.837,18.261,0.004709968,0.019538151,Enriched,Aeromonas,2.326982044,Gammaproteobacteria
Tolumonas,0.767,14.747,0.002140207,0.009757431,Enriched,Tolumonas,2.66954422,Gammaproteobacteria
Oceanisphaera,12.026,8.967,0.278364334,0.460818914,NotSig,Oceanisphaera,0.55538641,Gammaproteobacteria
Oceanimonas,15.931,10.965,0.001769006,0.008471719,Enriched,Oceanimonas,2.752270694,Gammaproteobacteria
Alteromonas,4.306,15.681,0.001477612,0.00739843,Enriched,Alteromonas,2.830439591,Gammaproteobacteria
Marinobacter,1.246,14.212,0.469215606,0.683235377,NotSig,Marinobacter,0.328627552,Gammaproteobacteria
Microbulbifer,2.34,14.693,0.255898926,0.45475438,NotSig,Microbulbifer,0.591931537,Gammaproteobacteria
Aestuariibacter,-2.747,11.966,0.909576751,1,NotSig,Aestuariibacter,0.041160649,Gammaproteobacteria
Salinimonas,2.575,13.288,0.016555416,0.052151388,Enriched,Salinimonas,1.781059902,Gammaproteobacteria
Haliea,-0.512,14.011,0.000118961,0.000888783,Depleted,Haliea,3.924595394,Gammaproteobacteria
Saccharophagus,1.838,9.966,0.460001777,0.678122454,NotSig,Saccharophagus,0.337240491,Gammaproteobacteria
Alishewanella,3.597,14.58,0.13036518,0.265001583,NotSig,Alishewanella,0.884838391,Gammaproteobacteria
Agarivorans,-0.748,8.966,0.664596951,0.917195212,NotSig,Agarivorans,0.177441655,Gammaproteobacteria
Marinimicrobium,5.029,13.873,0.004688101,0.019504142,Enriched,Marinimicrobium,2.32900304,Gammaproteobacteria
Catenovulum,15.195,10.551,0.014039883,0.04574273,Enriched,Catenovulum,1.852636511,Gammaproteobacteria
Maricurvus,-13.773,8.967,0.065945356,0.155033674,NotSig,Maricurvus,1.180815783,Gammaproteobacteria
Celerinatantimonas,4.646,12.425,0.059472152,0.146322,NotSig,Celerinatantimonas,1.225686346,Gammaproteobacteria
Colwellia,-3.673,12.551,0.000219402,0.001556669,Depleted,Colwellia,3.658759418,Gammaproteobacteria
Thalassomonas,-12.772,8.966,0.196159222,0.368320868,NotSig,Thalassomonas,0.70739127,Gammaproteobacteria
Thalassotalea,1.253,8.966,0.297622933,0.487050373,NotSig,Thalassotalea,0.526333608,Gammaproteobacteria
Paraferrimonas,1.767,12.288,0.840574488,1,NotSig,Paraferrimonas,0.075423795,Gammaproteobacteria
Idiomarina,-1.605,13.054,7.10E-05,0.000582465,Depleted,Idiomarina,4.148741651,Gammaproteobacteria
Pseudoalteromonas,-2.137,17.804,0.175494098,0.341650857,NotSig,Pseudoalteromonas,0.755737485,Gammaproteobacteria
Psychrosphaera,-12.772,9.966,0.36365456,0.559266615,NotSig,Psychrosphaera,0.439310962,Gammaproteobacteria
Psychromonas,12.025,8.966,0.278364334,0.460818914,NotSig,Psychromonas,0.55538641,Gammaproteobacteria
Shewanella,-0.636,16.27,0.129385756,0.263762106,NotSig,Shewanella,0.888113532,Gammaproteobacteria
Arenicella,-0.969,9.966,0.630213002,0.875673533,NotSig,Arenicella,0.200512641,Gammaproteobacteria
Perspicuibacter,-11.772,8.966,0.36365456,0.559266615,NotSig,Perspicuibacter,0.439310962,Gammaproteobacteria
Rheinheimera,-0.2,17.815,0.000523759,0.003114182,Depleted,Rheinheimera,3.280868501,Gammaproteobacteria
Thiophaeococcus,2.533,13.666,0.680263712,0.933863465,NotSig,Thiophaeococcus,0.167322695,Gammaproteobacteria
Thiolamprovum,4.768,15.812,0.146064445,0.291924318,NotSig,Thiolamprovum,0.835455487,Gammaproteobacteria
Thiohalobacter,1.186,10.967,0.479896881,0.693832674,NotSig,Thiohalobacter,0.318852073,Gammaproteobacteria
Halochromatium,2.251,16.705,0.211775934,0.396073732,NotSig,Halochromatium,0.674123394,Gammaproteobacteria
Nitrosococcus,-1.332,9.966,0.671037412,0.925188779,NotSig,Nitrosococcus,0.173253266,Gammaproteobacteria
Thiocapsa,0.267,14.55,0.076837807,0.178579074,NotSig,Thiocapsa,1.114425039,Gammaproteobacteria
Marichromatium,0.536,13.136,0.056207249,0.143892204,NotSig,Marichromatium,1.25020767,Gammaproteobacteria
Thiohalocapsa,5.327,16.823,0.060327299,0.146655972,NotSig,Thiohalocapsa,1.219486119,Gammaproteobacteria
Thiodictyon,-0.484,10.551,0.289240585,0.475089549,NotSig,Thiodictyon,0.538740769,Gammaproteobacteria
Lamprocystis,-1.595,13.359,0.117674042,0.253841383,NotSig,Lamprocystis,0.929319329,Gammaproteobacteria
Chromatium,-14.579,8.967,0.014336124,0.046389227,Depleted,Chromatium,1.843568251,Gammaproteobacteria
Thiohalomonas,-0.63,12.967,0.008019236,0.0300353,Depleted,Thiohalomonas,2.095867005,Gammaproteobacteria
Ectothiorhodospira,1.171,12.288,0.73336908,0.993843948,NotSig,Ectothiorhodospira,0.134677405,Gammaproteobacteria
Alkalispirillum,9.404,17.25,0.232529322,0.42595551,NotSig,Alkalispirillum,0.633522275,Gammaproteobacteria
Ectothiorhodosinus,-3.447,12.551,0.06002479,0.146655972,NotSig,Ectothiorhodosinus,1.221669351,Gammaproteobacteria
Halorhodospira,-1.276,11.551,0.002106633,0.009635143,Depleted,Halorhodospira,2.676411117,Gammaproteobacteria
Thioalbus,-0.499,12.873,0.02824097,0.07941539,Depleted,Thioalbus,1.549120391,Gammaproteobacteria
Spiribacter,-2.747,8.966,0.035426198,0.09683227,Depleted,Spiribacter,1.450675454,Gammaproteobacteria
Thioalkalivibrio,-0.061,15.885,0.056601647,0.143892204,NotSig,Thioalkalivibrio,1.247170931,Gammaproteobacteria
Oceanococcus,2.575,10.551,0.087342734,0.200382768,NotSig,Oceanococcus,1.058773218,Gammaproteobacteria
Alkalilimnicola,-1.436,12.136,0.018511676,0.057177838,Depleted,Alkalilimnicola,1.73255426,Gammaproteobacteria
Acidiferrobacter,2.423,10.966,0.290425282,0.476364226,NotSig,Acidiferrobacter,0.53696558,Gammaproteobacteria
Thiogranum,0.991,8.967,0.316753649,0.511901182,NotSig,Thiogranum,0.499278373,Gammaproteobacteria
Thiorhodospira,-1.654,10.551,0.095259049,0.214407986,NotSig,Thiorhodospira,1.021093758,Gammaproteobacteria
Granulosicoccus,2.399,12.287,0.008476725,0.031175997,Enriched,Granulosicoccus,2.071771906,Gammaproteobacteria
Halothiobacillus,-6.454,13.92,4.26E-06,4.90E-05,Depleted,Halothiobacillus,5.370590401,Gammaproteobacteria
Thioprofundum,0.516,13.214,0.150356033,0.299244154,NotSig,Thioprofundum,0.822879141,Gammaproteobacteria
Thiohalophilus,-1.595,11.551,0.000281974,0.001889094,Depleted,Thiohalophilus,3.549790935,Gammaproteobacteria
Lelliottia,6.331,15.136,0.024479193,0.072173157,Enriched,Lelliottia,1.611202904,Gammaproteobacteria
Pantoea,5.392,16.76,0.001127015,0.005869525,Enriched,Pantoea,2.948070304,Gammaproteobacteria
Siccibacter,-0.076,17.086,4.97E-06,5.55E-05,Depleted,Siccibacter,5.303643611,Gammaproteobacteria
Escherichia/Shigella,2.207,14.01,0.458304074,0.678122454,NotSig,Escherichia/Shigella,0.338846282,Gammaproteobacteria
Yersinia,3.79,14.288,2.85E-10,7.14E-09,Enriched,Yersinia,9.54515514,Gammaproteobacteria
Pectobacterium,-14.094,8.967,0.039337939,0.105518922,Depleted,Pectobacterium,1.405188397,Gammaproteobacteria
Obesumbacterium,4.878,13.053,0.312812232,0.507253471,NotSig,Obesumbacterium,0.504716273,Gammaproteobacteria
Proteus,19.133,15.323,0.00044879,0.002736854,Enriched,Proteus,3.347956829,Gammaproteobacteria
Photorhabdus,2.199,11.966,0.334443959,0.535035348,NotSig,Photorhabdus,0.475676644,Gammaproteobacteria
Franconibacter,3.423,12.775,0.081962979,0.189498575,NotSig,Franconibacter,1.086382265,Gammaproteobacteria
Morganella,5.867,14.136,0.030791812,0.085320224,Enriched,Morganella,1.511564753,Gammaproteobacteria
Providencia,4.423,12.873,0.234032915,0.427065179,NotSig,Providencia,0.630723058,Gammaproteobacteria
Cronobacter,13.61,8.966,0.058277992,0.143892204,NotSig,Cronobacter,1.23449542,Gammaproteobacteria
Buchnera,12.025,8.966,0.278364334,0.460818914,NotSig,Buchnera,0.55538641,Gammaproteobacteria
Halioglobus,-2.059,13.823,0.00059667,0.003475296,Depleted,Halioglobus,3.224265798,Gammaproteobacteria
Litorivivens,22.206,18.284,4.74E-08,8.25E-07,Enriched,Litorivivens,7.324221658,Gammaproteobacteria
Marinicella,3.575,10.966,0.031017515,0.085779057,Enriched,Marinicella,1.508392999,Gammaproteobacteria
Sedimenticola,-11.773,8.967,0.36365456,0.559266615,NotSig,Sedimenticola,0.439310962,Gammaproteobacteria
Gilvimarinus,-12.772,8.966,0.196159222,0.368320868,NotSig,Gilvimarinus,0.70739127,Gammaproteobacteria
Congregibacter,-2.366,12.136,1.21E-08,2.36E-07,Depleted,Congregibacter,7.91721463,Gammaproteobacteria
Spongiibacter,-0.095,12.666,0.77907363,1,NotSig,Spongiibacter,0.108421495,Gammaproteobacteria
Pseudohaliea,-2.721,12.136,0.001249552,0.006368253,Depleted,Pseudohaliea,2.903245666,Gammaproteobacteria
Eionea,0.905,9.966,0.33874105,0.53949049,NotSig,Eionea,0.470132171,Gammaproteobacteria
Methylonatrum,19.31,14.721,0.000113451,0.000856582,Enriched,Methylonatrum,3.945191672,Gammaproteobacteria
Simiduia,-1.554,9.966,0.042054453,0.111718143,Depleted,Simiduia,1.376188011,Gammaproteobacteria
Umboniibacter,-4.554,11.551,0.012713768,0.043822576,Depleted,Umboniibacter,1.895725718,Gammaproteobacteria
Pleionea,-11.772,8.966,0.36365456,0.559266615,NotSig,Pleionea,0.439310962,Gammaproteobacteria
Thiolapillus,-2.239,10.966,0.003634462,0.015574707,Depleted,Thiolapillus,2.439559868,Gammaproteobacteria
Gallaecimonas,-1.891,15.214,0.184750507,0.35675098,NotSig,Gallaecimonas,0.733414361,Gammaproteobacteria
Plasticicumulans,-14.942,10.551,0.039337939,0.105518922,Depleted,Plasticicumulans,1.405188397,Gammaproteobacteria
Diplorickettsia,-0.714,12.135,0.027598769,0.07941539,Depleted,Diplorickettsia,1.559110289,Gammaproteobacteria
Aquicella,-3.554,9.967,0.012967044,0.0444807,Depleted,Aquicella,1.887159015,Gammaproteobacteria
Coxiella,-3.702,11.773,0.007965107,0.029989992,Depleted,Coxiella,2.098808386,Gammaproteobacteria
Legionella,-2.869,12.426,1.23E-10,3.45E-09,Depleted,Legionella,9.910094889,Gammaproteobacteria
Methylothermus,3.838,10.966,0.0152557,0.048923525,Enriched,Methylothermus,1.81656786,Gammaproteobacteria
Methylosphaera,-13.357,9.966,0.19616248,0.368320868,NotSig,Methylosphaera,0.707384057,Gammaproteobacteria
Methylosoma,4.368,15.341,0.143094587,0.286389867,NotSig,Methylosoma,0.844376794,Gammaproteobacteria
Methylomicrobium,1.042,12.666,0.488561769,0.70564539,NotSig,Methylomicrobium,0.311080521,Gammaproteobacteria
Methylobacter,-0.292,14.289,0.000428546,0.002670458,Depleted,Methylobacter,3.368002554,Gammaproteobacteria
Methylocaldum,3.421,12.666,0.291862165,0.478171423,NotSig,Methylocaldum,0.5348222,Gammaproteobacteria
Methylovulum,20.008,14.873,0.003516242,0.015168496,Enriched,Methylovulum,2.453921243,Gammaproteobacteria
Methylomonas,-1.774,13.288,1.71E-07,2.75E-06,Depleted,Methylomonas,6.76700389,Gammaproteobacteria
Methyloparacoccus,-1.099,12.872,0.000287437,0.001907779,Depleted,Methyloparacoccus,3.541457329,Gammaproteobacteria
Methylococcus,-1.835,9.966,0.022764867,0.068362732,Depleted,Methylococcus,1.642734883,Gammaproteobacteria
Methylogaea,-13.357,8.967,0.112218299,0.246366169,NotSig,Methylogaea,0.949936319,Gammaproteobacteria
Alcanivorax,-0.014,13.49,0.383548527,0.582879391,NotSig,Alcanivorax,0.416179681,Gammaproteobacteria
Kangiella,2.089,11.964,0.238749541,0.431806838,NotSig,Kangiella,0.622057455,Gammaproteobacteria
Hahella,6.94,13.551,7.46E-06,7.71E-05,Enriched,Hahella,5.127261173,Gammaproteobacteria
Halomonas,7.456,16.942,6.46E-14,2.88E-12,Enriched,Halomonas,13.18976748,Gammaproteobacteria
Cobetia,15.609,10.551,0.003516032,0.015168496,Enriched,Cobetia,2.453947181,Gammaproteobacteria
Salinicola,14.025,8.967,0.028381934,0.07941539,Enriched,Salinicola,1.546958014,Gammaproteobacteria
Chromohalobacter,2.837,11.288,0.46539294,0.681144333,NotSig,Chromohalobacter,0.332180209,Gammaproteobacteria
Kushneria,14.832,9.966,0.014040165,0.04574273,Enriched,Kushneria,1.852627788,Gammaproteobacteria
Halotalea,14.609,10.551,0.058282897,0.143892204,NotSig,Halotalea,1.234458869,Gammaproteobacteria
Litoricola,3.252,10.966,0.120785064,0.253841383,NotSig,Litoricola,0.917986766,Gammaproteobacteria
Bermanella,0.252,8.966,0.909576751,1,NotSig,Bermanella,0.041160649,Gammaproteobacteria
Oleibacter,2.39,12.551,0.336903048,0.537162737,NotSig,Oleibacter,0.47249506,Gammaproteobacteria
Oceanospirillum,5.236,19.01,0.652673026,0.90336024,NotSig,Oceanospirillum,0.185304336,Gammaproteobacteria
Oleispira,-14.093,8.966,0.039333301,0.105518922,Depleted,Oleispira,1.405239604,Gammaproteobacteria
Marinomonas,-0.405,14.136,0.352314399,0.557889508,NotSig,Marinomonas,0.453069607,Gammaproteobacteria
Neptuniibacter,1.838,8.967,0.091448552,0.207797904,NotSig,Neptuniibacter,1.038823167,Gammaproteobacteria
Neptunomonas,-0.746,9.967,0.413548089,0.621192762,NotSig,Neptunomonas,0.383473982,Gammaproteobacteria
Marinobacterium,-2.027,13.136,3.64E-06,4.33E-05,Depleted,Marinobacterium,5.438898616,Gammaproteobacteria
Oceanobacter,-2.554,8.967,0.056921858,0.143892204,NotSig,Oceanobacter,1.244720932,Gammaproteobacteria
Amphritea,-15.472,11.288,0.065946349,0.155033674,NotSig,Amphritea,1.180809243,Gammaproteobacteria
Motiliproteus,-11.771,8.965,0.36365456,0.559266615,NotSig,Motiliproteus,0.439310962,Gammaproteobacteria
Thalassolituus,0.369,11.773,0.356271227,0.559266615,NotSig,Thalassolituus,0.448219251,Gammaproteobacteria
Reinekea,-2.654,10.551,0.060199919,0.146655972,NotSig,Reinekea,1.220404093,Gammaproteobacteria
Pseudospirillum,15.025,10.966,0.028381934,0.07941539,Enriched,Pseudospirillum,1.546958014,Gammaproteobacteria
Sinobacterium,-16.859,11.288,0.000269912,0.001816813,Depleted,Sinobacterium,3.568777807,Gammaproteobacteria
Pseudohongiella,-2.665,13.214,2.33E-09,5.04E-08,Depleted,Pseudohongiella,8.632644079,Gammaproteobacteria
Gynuella,-1.955,11.966,5.69E-05,0.000485943,Depleted,Gynuella,4.244887734,Gammaproteobacteria
Oleiphilus,-0.364,11.288,0.253039026,0.451358362,NotSig,Oleiphilus,0.596812493,Gammaproteobacteria
Saccharospirillum,0.119,13.053,0.116815021,0.253841383,NotSig,Saccharospirillum,0.932501309,Gammaproteobacteria
Salinispirillum,-2.139,10.551,0.002926033,0.012999599,Depleted,Salinispirillum,2.53372078,Gammaproteobacteria
Haemophilus,1.837,9.965,0.460001777,0.678122454,NotSig,Haemophilus,0.337240491,Gammaproteobacteria
Psychrobacter,5.667,15.012,1.69E-09,3.77E-08,Enriched,Psychrobacter,8.772113295,Gammaproteobacteria
Acinetobacter,1.967,18.016,5.88E-12,2.33E-10,Enriched,Acinetobacter,11.23062267,Gammaproteobacteria
Alkanindiges,-0.548,16.61,0.871184026,1,NotSig,Alkanindiges,0.059890096,Gammaproteobacteria
Moraxella,0.219,12.873,0.445744017,0.664656962,NotSig,Moraxella,0.350914477,Gammaproteobacteria
Enhydrobacter,1.969,10.549,0.00834292,0.031003509,Enriched,Enhydrobacter,2.078681921,Gammaproteobacteria
Paraperlucidibaca,1.223,12.288,0.23845007,0.431806838,NotSig,Paraperlucidibaca,0.622602546,Gammaproteobacteria
Perlucidibaca,3.814,13.288,0.138052096,0.277856617,NotSig,Perlucidibaca,0.859956995,Gammaproteobacteria
Pseudomonas,2.88,19.303,1.81E-10,4.79E-09,Enriched,Pseudomonas,9.742321425,Gammaproteobacteria
Azotobacter,-0.15,11.773,0.944936011,1,NotSig,Azotobacter,0.0245976,Gammaproteobacteria
Rhizobacter,0.821,15.897,0.552353846,0.778862587,NotSig,Rhizobacter,0.257782618,Gammaproteobacteria
Cellvibrio,-1.137,16.053,0.000196002,0.001412602,Depleted,Cellvibrio,3.707739497,Gammaproteobacteria
Dasania,-5.14,12.136,0.001043838,0.005476314,Depleted,Dasania,2.981366897,Gammaproteobacteria
Salinisphaera,-11.772,8.966,0.36365456,0.559266615,NotSig,Salinisphaera,0.439310962,Gammaproteobacteria
Francisella,-13.772,8.966,0.06593642,0.155033674,NotSig,Francisella,1.180874636,Gammaproteobacteria
Methylophaga,1.819,12.551,0.012922574,0.04443497,Enriched,Methylophaga,1.888650972,Gammaproteobacteria
Thiomicrospira,0.254,8.966,0.901007407,1,NotSig,Thiomicrospira,0.045271639,Gammaproteobacteria
Thiothrix,-1.008,16.367,0.149824776,0.299020917,NotSig,Thiothrix,0.824416363,Gammaproteobacteria
Leucothrix,12.025,8.966,0.278364334,0.460818914,NotSig,Leucothrix,0.55538641,Gammaproteobacteria
Fangia,-3.995,11.551,0.001338245,0.006771902,Depleted,Fangia,2.873464371,Gammaproteobacteria
Vibrio,4.228,16.835,0.047709059,0.124892692,Enriched,Vibrio,1.321399149,Gammaproteobacteria
Lucibacterium,0.316,11.551,0.311621646,0.505897712,NotSig,Lucibacterium,0.506372383,Gammaproteobacteria
Photobacterium,3.838,10.551,0.015602974,0.049810835,Enriched,Photobacterium,1.806792615,Gammaproteobacteria
Catenococcus,12.025,8.966,0.278364334,0.460818914,NotSig,Catenococcus,0.55538641,Gammaproteobacteria
Enterovibrio,-0.747,8.966,0.674264495,0.927845164,NotSig,Enterovibrio,0.171169709,Gammaproteobacteria
Steroidobacter,-1.62,14.61,0.017355464,0.054551078,Depleted,Steroidobacter,1.760563771,Gammaproteobacteria
Solimonas,0.838,10.966,0.124111091,0.254102855,NotSig,Solimonas,0.906189407,Gammaproteobacteria
Nevskia,1.253,9.966,0.124113308,0.254102855,NotSig,Nevskia,0.906181649,Gammaproteobacteria
Povalibacter,0.121,14.748,0.088302786,0.201936018,NotSig,Povalibacter,1.054025594,Gammaproteobacteria
Panacagrimonas,13.61,8.967,0.058282897,0.143892204,NotSig,Panacagrimonas,1.234458869,Gammaproteobacteria
Hydrocarboniphaga,1.575,9.966,0.123274056,0.253841383,NotSig,Hydrocarboniphaga,0.909128314,Gammaproteobacteria
Fontimonas,12.026,8.967,0.278364334,0.460818914,NotSig,Fontimonas,0.55538641,Gammaproteobacteria
Rhodanobacter,15.025,11.551,0.058282897,0.143892204,NotSig,Rhodanobacter,1.234458869,Gammaproteobacteria
Dokdonella,-0.155,13.874,0.021261675,0.064417008,Depleted,Dokdonella,1.672402525,Gammaproteobacteria
Stenotrophomonas,4.181,14.01,3.07E-08,5.62E-07,Enriched,Stenotrophomonas,7.512861625,Gammaproteobacteria
Oleiagrimonas,3.55,17.798,0.418591772,0.628107738,NotSig,Oleiagrimonas,0.378209313,Gammaproteobacteria
Luteimonas,2.742,13.426,2.04E-08,3.78E-07,Enriched,Luteimonas,7.690369833,Gammaproteobacteria
Thermomonas,1.204,16.543,0.060814397,0.14708838,NotSig,Thermomonas,1.215993595,Gammaproteobacteria
Lysobacter,4.364,15.824,9.59E-10,2.28E-08,Enriched,Lysobacter,9.018181393,Gammaproteobacteria
Arenimonas,-0.258,14.873,1.40E-06,1.92E-05,Depleted,Arenimonas,5.853871964,Gammaproteobacteria
Pseudoxanthomonas,2.933,15.707,0.001697868,0.008409245,Enriched,Pseudoxanthomonas,2.770096077,Gammaproteobacteria
Dyella,0.629,14.773,0.12395348,0.254102855,NotSig,Dyella,0.906741276,Gammaproteobacteria
Aspromonas,0.87,12.288,0.788448313,1,NotSig,Aspromonas,0.103226772,Gammaproteobacteria
Xanthomonas,20.484,16.458,1.72E-06,2.30E-05,Enriched,Xanthomonas,5.764471553,Gammaproteobacteria
Aquimonas,4.148,17.214,9.76E-11,2.79E-09,Enriched,Aquimonas,10.01055018,Gammaproteobacteria
Silanimonas,1.371,15.053,0.082067358,0.189498575,NotSig,Silanimonas,1.085829548,Gammaproteobacteria
Rudaea,13.025,9.966,0.278364334,0.460818914,NotSig,Rudaea,0.55538641,Gammaproteobacteria
Fulvimonas,0.555,10.967,0.388701532,0.588829179,NotSig,Fulvimonas,0.410383748,Gammaproteobacteria
Tahibacter,4.611,13.92,0.001908879,0.00896043,Enriched,Tahibacter,2.7192216,Gammaproteobacteria
Chiayiivirga,-0.39,10.967,0.473497953,0.686668271,NotSig,Chiayiivirga,0.324681894,Gammaproteobacteria
Vulcaniibacterium,-0.095,10.551,0.881799203,1,NotSig,Vulcaniibacterium,0.054630298,Gammaproteobacteria
Pseudofulvimonas,2.838,11.966,0.012550548,0.043364725,Enriched,Pseudofulvimonas,1.901337311,Gammaproteobacteria
Luteibacter,3.112,11.966,0.007059087,0.027522723,Enriched,Luteibacter,2.151251466,Gammaproteobacteria
Wohlfahrtiimonas,17.579,13.873,0.000113426,0.000856582,Enriched,Wohlfahrtiimonas,3.945287383,Gammaproteobacteria
Rehaibacterium,14.61,11.288,0.123234059,0.253841383,NotSig,Rehaibacterium,0.909269247,Gammaproteobacteria
Phycisphaera,-1.442,15.954,0.00730043,0.028155981,Depleted,Phycisphaera,2.136651559,Planctomycetes
Tepidisphaera,18.625,14.638,0.123234059,0.253841383,NotSig,Tepidisphaera,0.909269247,Planctomycetes
Candidatus_Anammoxoglobus,-11.772,8.966,0.36365456,0.559266615,NotSig,Candidatus_Anammoxoglobus,0.439310962,Planctomycetes
Rhodopirellula,3.027,17.617,0.000150054,0.001098085,Enriched,Rhodopirellula,3.823752423,Planctomycetes
Blastopirellula,0.34,14.136,0.685836206,0.940142427,NotSig,Blastopirellula,0.163779592,Planctomycetes
Planctomicrobium,15.484,11.55,0.058282897,0.143892204,NotSig,Planctomicrobium,1.234458869,Planctomycetes
Pirellula,2.487,13.774,0.000368682,0.002380587,Enriched,Pirellula,3.433348065,Planctomycetes
Gimesia,1.838,10.551,0.092518558,0.209229766,NotSig,Gimesia,1.033771145,Planctomycetes
Singulisphaera,0.475,11.288,0.439112701,0.656827909,NotSig,Singulisphaera,0.357424001,Planctomycetes
Thermogutta,1.645,13.873,0.121778603,0.253841383,NotSig,Thermogutta,0.914429012,Planctomycetes
Rubinisphaera,1.471,15.136,0.06449958,0.153657597,NotSig,Rubinisphaera,1.190443113,Planctomycetes
Schlesneria,13.024,8.966,0.123234059,0.253841383,NotSig,Schlesneria,0.909269247,Planctomycetes
Zavarzinella,1.31,13.72,0.461891109,0.679979164,NotSig,Zavarzinella,0.335460397,Planctomycetes
Gemmata,2.868,14.873,0.248394027,0.444837454,NotSig,Gemmata,0.604858852,Planctomycetes
Aquisphaera,1.073,14.424,0.474243893,0.686832563,NotSig,Aquisphaera,0.323998253,Planctomycetes
Planctopirus,2.713,11.288,4.25E-05,0.000376606,Enriched,Planctopirus,4.37161107,Planctomycetes
Telmatocola,-2.162,9.966,0.025496188,0.074490383,Depleted,Telmatocola,1.593524747,Planctomycetes
Opitutus,-0.955,13.824,9.80E-12,3.78E-10,Depleted,Opitutus,11.00877392,Verrucomicrobia
Cerasicoccus,-7.406,17.022,3.33E-19,2.50E-17,Depleted,Cerasicoccus,18.47755577,Verrucomicrobia
Coraliomargarita,-0.425,9.966,0.705258108,0.963987855,NotSig,Coraliomargarita,0.151651912,Verrucomicrobia
Puniceicoccus,-2.554,10.55,0.152251345,0.302594247,NotSig,Puniceicoccus,0.817438862,Verrucomicrobia
Pelagicoccus,-5.275,14.358,3.34E-17,1.99E-15,Depleted,Pelagicoccus,16.47625353,Verrucomicrobia
Spartobacteria_genera_incertae_sedis,2.818,17.709,0.000497377,0.002994752,Enriched,Spartobacteria_genera_incertae_sedis,3.303314302,Verrucomicrobia
Terrimicrobium,0.838,11.289,0.732811651,0.993843948,NotSig,Terrimicrobium,0.135007634,Verrucomicrobia
Subdivision3_genera_incertae_sedis,-0.197,15.116,2.22E-10,5.76E-09,Depleted,Subdivision3_genera_incertae_sedis,9.653647026,Verrucomicrobia
Limisphaera,-6.19,12.287,1.64E-08,3.08E-07,Depleted,Limisphaera,7.785156152,Verrucomicrobia
Subdivision5_genera_incertae_sedis,0.379,9.966,0.304517786,0.497193228,NotSig,Subdivision5_genera_incertae_sedis,0.516387336,Verrucomicrobia
Rubritalea,1.216,14.01,0.572842066,0.804572469,NotSig,Rubritalea,0.241965098,Verrucomicrobia
Haloferula,4.159,12.551,0.121608853,0.253841383,NotSig,Haloferula,0.915034808,Verrucomicrobia
Roseibacillus,4.253,11.966,0.015486834,0.049550924,Enriched,Roseibacillus,1.810037357,Verrucomicrobia
Prosthecobacter,0.412,15.233,3.25E-05,0.000303154,Enriched,Prosthecobacter,4.488116639,Verrucomicrobia
Brevifollis,0.211,14.746,0.000212903,0.001526694,Enriched,Brevifollis,3.671818219,Verrucomicrobia
Luteolibacter,-0.913,15.34,0.000962064,0.005161145,Depleted,Luteolibacter,3.016796036,Verrucomicrobia
Roseimicrobium,0.284,11.551,0.433461754,0.649055532,NotSig,Roseimicrobium,0.363049216,Verrucomicrobia
Akkermansia,0.89,11.287,0.7174334,0.977718485,NotSig,Akkermansia,0.144218409,Verrucomicrobia
Aminicenantes_genera_incertae_sedis,-18.655,15.824,0.112220049,0.246366169,NotSig,Aminicenantes_genera_incertae_sedis,0.949929546,ZLow Abundance
Persephonella,-17.63,14.824,0.36365456,0.559266615,NotSig,Persephonella,0.439310962,ZLow Abundance
Desulfurobacterium,16.346,12.55,0.014040165,0.04574273,Enriched,Desulfurobacterium,1.852627788,ZLow Abundance
Armatimonas/Armatimonadetes_gp1,-3.14,15.233,1.60E-13,6.93E-12,Depleted,Armatimonas/Armatimonadetes_gp1,12.79588002,ZLow Abundance
Armatimonadetes_gp5,-1.016,14.094,0.033922375,0.09327019,Depleted,Armatimonadetes_gp5,1.469513749,ZLow Abundance
Armatimonadetes_gp2,-0.332,9.967,0.803422914,1,NotSig,Armatimonadetes_gp2,0.095055786,ZLow Abundance
Armatimonadetes_gp6,1.101,11.966,0.367136356,0.563337183,NotSig,Armatimonadetes_gp6,0.435172607,ZLow Abundance
Armatimonadetes_gp4,4.953,14.053,1.10E-06,1.53E-05,Enriched,Armatimonadetes_gp4,5.958607315,ZLow Abundance
Armatimonadetes_gp7,12.025,8.966,0.278364334,0.460818914,NotSig,Armatimonadetes_gp7,0.55538641,ZLow Abundance
